#Text:Maitrāyaṇīsaṃhitā
#Notes:Prose parts; digital split version provided by K. Amano



1.1.1.1	iṣe tvā subhūtāya
2.7.16.3	virāḍ jyotir adhārayat / svarāḍ jyotir adhārayat / samrāḍ jyotir adhārayat / bhūr asi bhuvanasya retā iṣṭakā svargo lokaḥ / manasā tvānvārohāmi / agnir jyotir jyotir agniḥ / tayā devatayāṅgirasvad dhruvā sīda / sūr asi suvanasya retā iṣṭakā svargo lokaḥ / vācā tvānvārohāmi / sūryo jyotir jyotiḥ sūryaḥ / tayā devatayāṅgirasvad dhruvā sīda / bṛhaspatiṣ ṭvā sādayatu pṛthivyāḥ pṛṣṭhe jyotiṣmatīṃ viśvasmai prāṇāyāpānāya vyānāyodānāya pratiṣṭhāyai caritrāya / viśvaṃ jyotir yaccha / agniṣ ṭe 'dhipatiḥ / tayā devatayāṅgirasvad dhruvā sīda / viśvakarmā tvā sādayatv antarikṣasya pṛṣṭhe jyotiṣmatīṃ viśvasmai prāṇāyāpānāya vyānāyodānāya pratiṣṭhāyai caritrāya / viśvaṃ jyotir yaccha / vāyuṣ ṭe 'dhipatiḥ / tayā devatayāṅgirasvad dhruvā sīda / parameṣṭhī tvā sādayatu divaḥ pṛṣṭhe jyotiṣmatīṃ viśvasmai prāṇāyāpānāya vyānāyodānāya pratiṣṭhāyai caritrāya / viśvaṃ jyotir yaccha / sūryas te 'dhipatiḥ / tayā devatayāṅgirasvad dhruvā sīda / aṣāḍhāsi sahamānā sahasvārātiṃ sahasva pṛtanāyataḥ / sahasravīryāsi sā mā jinva
2.7.16.4	madhu vātā ṛtāyate madhu kṣaranti sindhavaḥ / mādhvīr naḥ santv oṣadhīḥ
2.7.16.5	madhu naktam utoṣaso madhumat pārthivaṃ rajaḥ / madhu dyaur astu naḥ pitā
2.7.16.6	madhumān no vanaspatir madhumaṃ astu sūryaḥ / mādhvīr gāvo bhavantu naḥ
2.7.16.7	apāṃ tvā gahmant sādayāmi samudrasyodmann avataś chāyāyām / namaḥ samudrāya / namaḥ samudrasya cakṣase / anu tvā divyā vṛṣṭiḥ sacatām / mā tvā sūryo 'bhitāpsīn māgnir vaiśvānaraḥ / acchinnapatraḥ prajā anuvīkṣasva / trīnt samudrānt samasṛpat svargo 'pāṃ patir vṛṣabha iṣṭakānām / tatra gaccha yatra pūrve paretāḥ purīṣaṃ vasānaḥ sukṛtasya lokam
2.7.16.8	mahī dyauḥ pṛthivī ca na imaṃ yajñaṃ mimikṣatām / pipṛtāṃ no bharīmabhiḥ
2.7.16.9	idaṃ viṣṇuḥ / adha smā te vanaspate vāto vivāty agram it / uto nv indrāya pātave sunu somam ulūkhala
2.7.16.10	naktoṣāsā / syūtā devebhir amṛtenāgād ukhā svasāram adhi vedim asthāt / satyaṃ pūrvair ṛṣibhiḥ saṃvidāno agniḥ pravidvaṃ iha tat kṛṇotu / pṛthivi pṛthivyāṃ sīda mātur mātari mātā / syonāsi suṣadā / syonām āsīda / suṣadām āsīda / niṣasāda dhṛtavrato varuṇaḥ pastyāsv ā / sāmrājyāya sukratuḥ
2.7.16.11	kratuṃ devānāṃ mahimānam īmahe agniṃ sadhasthe sadaneṣv adbhutam / vaiśvānaraṃ brahmaṇā viśvavyacasaṃ stomasya dhāman nidadhe purīṣyam
2.7.16.12	samidhyamānaṃ samidhā samindhate agniṃ sadhasthe sadaneṣu sukratum / vaiśvānaraṃ brahmaṇā viśvavyacasaṃ stomasya dhāman pavamānam ābhṛtam
2.7.17.1	agne yukṣvā hi ye tavāśvāso deva sādhavaḥ / araṃ vahanty āśavaḥ
2.7.17.2	yukṣvā hi devahūtamān aśvān agne rathīr iva / ni hotā pūrvyaḥ sadaḥ
2.7.17.3	sam it sravanti sarito na dhenā antar hṛdā manasā pūyamānāḥ / ghṛtasya dhārā abhicākaśīmi hiraṇyayo vetaso madhye agneḥ
2.7.17.4	ṛce tvā / ruce tvā / bhāse tvā / jyotiṣe tvā / abhūd idaṃ viśvasya bhuvanasya vājinam agner vaiśvānarasya ca / agnis tejasā tejasvān / rukmo varcasā varcasvān / sahasradā asi / sahasrāya tvā / ādityaṃ garbhaṃ payasā samaṅgdhi sahasrasya pratimāṃ viśvarūpam / parivṛṅgdhi harasā mābhiśocīḥ śatāyuṣaṃ kṛṇuhi cīyamānaḥ
2.7.17.5	vātasya jūtiṃ varuṇasya nābhim aśvaṃ jajñānaṃ salilasya madhye / śiśuṃ nadīnāṃ harim adribudhnam agne mā hiṃsīḥ parame vyoman
2.7.17.6	ajasram indum aruṣaṃ bhuraṇyum agnim īḍe pūrvacittiṃ namobhiḥ / sa parvabhir ṛtuśaḥ kalpamāno gāṃ mā hiṃsīr aditiṃ virājam
2.7.17.7	tvaṣṭur varutrīṃ varuṇasya nābhim aviṃ jajñānāṃ rajasaḥ parasmāt / mahīṃ sāhasrīm asurasya māyām agne mā hiṃsīḥ parame vyoman
2.7.17.8	yo agnir agnes tapaso 'dhi jātaḥ śokāt pṛthivyā uta vā divas pari / ya imāḥ prajā viśvakarmā jajāna tam agne heḍaḥ pari te vṛṇaktu
2.7.17.9	imaṃ mā hiṃsīr dvipādaṃ paśuṃ sahasrākṣo medhāya cīyamānaḥ / mayum āraṇyam anu te diśāmi / tena cinvānas tanvaṃ niṣīda / mayuṃ te śug ṛcchatu / yaṃ dviṣmas taṃ te śug ṛcchatu / imaṃ mā hiṃsīr ekaśaphaṃ paśuṃ kanikradaṃ vājinaṃ vājineṣu / gauram āraṇyam anu te diśāmi / tena cinvānas tanvaṃ niṣīda / gauraṃ te śug ṛcchatu / yaṃ dviṣmas taṃ te śug ṛcchatu / imaṃ sāhasraṃ śatadhāram utsaṃ vyacyamānaṃ salilasya madhye / ghṛtaṃ duhānām aditiṃ janāyāgne mā hiṃsīḥ parame vyoman / gavayam āraṇyam anu te diśāmi / tena cinvānas tanvaṃ niṣīda / gavayaṃ te śug ṛcchatu / yaṃ dviṣmas taṃ te śug ṛcchatu / imam ūrṇāyuṃ varuṇasya nābhiṃ tvacaṃ paśūnāṃ dvipadāṃ catuṣpadām / tvaṣṭur devānāṃ prathamaṃ janitram agne mā hiṃsīḥ parame vyoman
2.7.17.10	meṣam āraṇyam anu te diśāmi / tena cinvānas tanvaṃ niṣīda / meṣaṃ te śug ṛcchatu / yaṃ dviṣmas taṃ te śug ṛcchatu / ajo hy agner ajaniṣṭa śokāt / so apaśyaj janitāram agre / tena devā devatām agram āyaṃs tena roham āyann upa medhyāsaḥ / śarabham āraṇyam anu te diśāmi / tena cinvānas tanvaṃ niṣīda / śarabhaṃ te śug ṛcchatu / yaṃ dviṣmas taṃ te śug ṛcchatu
2.7.18.1	apāṃ tvemant sādayāmi
2.7.18.2	apāṃ tvodmant sādayāmi
2.7.18.3	apāṃ tvāyane sādayāmi
2.7.18.4	apāṃ tvā jyotiṣi sādayāmi
2.7.18.5	apāṃ tvā bhasmani sādayāmi
2.7.18.6	samudre tvā sadane sādayāmi
2.7.18.7	arṇave tvā sadane sādayāmi
2.7.18.8	salile tvā sadane sādayāmi
2.7.18.9	apāṃ tvā kṣaye sādayāmi
2.7.18.10	apāṃ tvā sadhriṣu sādayāmi
2.7.18.11	apāṃ tvā sadane sādayāmi
2.7.18.12	apāṃ tvā sadhasthe sādayāmi
2.7.18.13	apāṃ tvā yonau sādayāmi
2.7.18.14	apāṃ tvā purīṣe sādayāmi
2.7.18.15	apāṃ tvā pāthasi sādayāmi
2.7.18.16	gāyatreṇa tvā chandasā sādayāmi
2.7.18.17	traiṣṭubhena tvā chandasā sādayāmi
2.7.18.18	jāgatena tvā chandasā sādayāmi
2.7.18.19	ānuṣṭubhena tvā chandasā sādayāmi
2.7.18.20	pāṅktena tvā chandasā sādayāmi
2.7.19.1	ayaṃ puro bhūḥ
2.7.19.2	tasya prāṇo bhauvāyanaḥ
2.7.19.3	vasantaḥ prāṇāyanaḥ
2.7.19.4	gāyatrī vāsantī
2.7.19.5	gāyatryā gāyatram
2.7.19.6	gāyatrād upāṃśuḥ
2.7.19.7	upāṃśos trivṛt
2.7.19.8	trivṛto rathantaram
2.7.19.9	vasiṣṭhā ṛṣiḥ
2.7.19.10	prajāpatigṛhītayā tvayā prāṇaṃ gṛhṇāmi prajābhyaḥ
2.7.19.11	ayaṃ dakṣiṇā viśvakarmā
2.7.19.12	tasya mano vaiśvakarmaṇam
2.7.19.13	grīṣmo mānasaḥ
2.7.19.14	triṣṭub graiṣmī
2.7.19.15	triṣṭubhaḥ svāram
2.7.19.16	svārād antaryāmaḥ
2.7.19.17	antaryāmāt pañcadaśaḥ
2.7.19.18	pañcadaśād bṛhat
2.7.19.19	bharadvājā ṛṣiḥ
2.7.19.20	prajāpatigṛhītayā tvayā mano gṛhṇāmi prajābhyaḥ
2.7.19.21	ayaṃ paścā viśvavyacāḥ
2.7.19.22	tasya cakṣur vaiśvavyacasam
2.7.19.23	varṣāṇi cākṣuṣāṇi
2.7.19.24	jagatī vārṣī
2.7.19.25	jagatyā ṛksamam
2.7.19.26	ṛksamāñ śukraḥ
2.7.19.27	śukrāt saptadaśaḥ
2.7.19.28	saptadaśād vairūpam
2.7.19.29	jamadagnir ṛṣiḥ
2.7.19.30	prajāpatigṛhītayā tvayā cakṣur gṛhṇāmi prajābhyaḥ
2.7.19.31	idam uttarāt svaḥ
2.7.19.32	tasya śrotraṃ sauvam
2.7.19.33	śarañ śrautrī
2.7.19.34	anuṣṭup śāradī
2.7.19.35	anuṣṭubha aiḍam
2.7.19.36	aiḍān manthī
2.7.19.37	manthina ekaviṃśaḥ
2.7.19.38	ekaviṃśād vairājam
2.7.19.39	viśvāmitrā ṛṣiḥ
2.7.19.40	prajāpatigṛhītayā tvayā śrotraṃ gṛhṇāmi prajābhyaḥ
2.7.19.41	iyam upari matiḥ
2.7.19.42	tasyā vāṅ mātyā
2.7.19.43	hemanto vācyaḥ
2.7.19.44	paṅktir haimantī
2.7.19.45	paṅktyā nidhanavat
2.7.19.46	nidhanavata āgrāyaṇaḥ
2.7.19.47	āgrāyaṇāt triṇavatrayastriṃśau
2.7.19.48	triṇavatrayastriṃśābhyāṃ śākvararaivate
2.7.19.49	viśvakarmā ṛṣiḥ
2.7.19.50	prajāpatigṛhītayā tvayā vācaṃ gṛhṇāmi prajābhyaḥ
2.7.20.1	prācī dik
2.7.20.2	vasanta ṛtuḥ
2.7.20.3	agnir devatā
2.7.20.4	brahma draviṇam
2.7.20.5	gāyatrī chandaḥ
2.7.20.6	rathantaraṃ sāma
2.7.20.7	trivṛt stomaḥ
2.7.20.8	sa u pañcadaśavartaniḥ
2.7.20.9	sānagā ṛṣiḥ
2.7.20.10	tryavir vayaḥ
2.7.20.11	kṛtam ayānām
2.7.20.12	purovāto vātaḥ
2.7.20.13	pitaraḥ pitāmahāḥ pare 'vare
2.7.20.14	te no 'vantu
2.7.20.15	te naḥ pāntv asmin brahmaṇy asyāṃ purodhāyām asmin karmaṇy asyām āśiṣy asyāṃ devahūtau
2.7.20.16	dakṣiṇā dik
2.7.20.17	grīṣma ṛtuḥ
2.7.20.18	indro devatā
2.7.20.19	kṣatraṃ draviṇam
2.7.20.20	triṣṭup chandaḥ
2.7.20.21	bṛhat sāma
2.7.20.22	pañcadaśaḥ stomaḥ
2.7.20.23	sa u saptadaśavartaniḥ
2.7.20.24	sanātanā ṛṣiḥ
2.7.20.25	dityavāḍ vayaḥ
2.7.20.26	tretāyānām
2.7.20.27	dakṣiṇādvāto vātaḥ
2.7.20.28	pitaraḥ pitāmahāḥ pare 'vare
2.7.20.29	te no 'vantu
2.7.20.30	te naḥ pāntv asmin brahmaṇy asyāṃ purodhāyām asmin karmaṇy asyām āśiṣy asyāṃ devahūtau
2.7.20.31	pratīcī dik
2.7.20.32	varṣā ṛtuḥ
2.7.20.33	viśve devā devatā
2.7.20.34	viḍ draviṇam
2.7.20.35	jagatī chandaḥ
2.7.20.36	vairūpaṃ sāma
2.7.20.37	saptadaśaḥ stomaḥ
2.7.20.38	sa u ekaviṃśavartaniḥ
2.7.20.39	ahabhūnā ṛṣiḥ
2.7.20.40	trivatso vayaḥ
2.7.20.41	dvāparo 'yānām
2.7.20.42	paścādvāto vātaḥ
2.7.20.43	pitaraḥ pitāmahāḥ pare 'vare
2.7.20.44	te no 'vantu
2.7.20.45	te naḥ pāntv asmin brahmaṇy asyāṃ purodhāyām asmin karmaṇy asyām āśiṣy asyāṃ devahūtau
2.7.20.46	udīcī dik
2.7.20.47	śarad ṛtuḥ
2.7.20.48	mitrāvaruṇau devatā
2.7.20.49	puṣṭaṃ draviṇam
2.7.20.50	anuṣṭup chandaḥ
2.7.20.51	vairājaṃ sāma
2.7.20.52	ekaviṃśaḥ stomaḥ
2.7.20.53	sa u triṇavavartaniḥ
2.7.20.54	purāṇā ṛṣiḥ
2.7.20.55	turyavāḍ vayaḥ
2.7.20.56	abhibhavo 'yānām
2.7.20.57	uttarādvāto vātaḥ
2.7.20.58	pitaraḥ pitāmahāḥ pare 'vare
2.7.20.59	te no 'vantu
2.7.20.60	te naḥ pāntv asmin brahmaṇy asyāṃ purodhāyām asmin karmaṇy asyām āśiṣy asyāṃ devahūtau
2.7.20.61	ūrdhvā dik
2.7.20.62	hemantaśiśirā ṛtū
2.7.20.63	bṛhaspatir devatā
2.7.20.64	phalaṃ draviṇam
2.7.20.65	paṅktiś chandaḥ
2.7.20.66	śākvararaivate sāmanī
2.7.20.67	triṇavaḥ stomaḥ
2.7.20.68	sa u trayastriṃśavartaniḥ
2.7.20.69	suparṇā ṛṣiḥ
2.7.20.70	paṣṭhavāḍ vayaḥ
2.7.20.71	āskando 'yānām
2.7.20.72	upariṣṭādvāto vātaḥ
2.7.20.73	pitaraḥ pitāmahāḥ pare 'vare
2.7.20.74	te no 'vantu
2.7.20.75	te naḥ pāntv asmin brahmaṇy asyāṃ purodhāyām asmin karmaṇy asyām āśiṣy asyāṃ devahūtau
2.8.1.1	lokaṃ pṛṇa chidraṃ pṛṇāthā sīda dhruvā tvam
2.8.1.2	indrāgnī tvā bṛhaspatir asmin yonā asīṣadan / tā asya sūdadohasaḥ somaṃ śrīṇanti pṛśnayaḥ
2.8.1.3	janman devānāṃ viśas triṣv ā rocane divaḥ / dhruvakṣitir dhruvayonir dhruvāsi dhruvaṃ yonim āsīda sādhyā
2.8.1.4	ukhyasya ketuṃ prathamaṃ juṣāṇā aśvinādhvaryū sādayatām iha tvā
2.8.1.5	kulāyinī ghṛtavatī puraṃdhiḥ syone sīda sadane pṛthivyāḥ
2.8.1.6	abhi tvā rudrā vasavo gṛṇantv idaṃ brahma pipṛhi saubhagāya
2.8.1.7	aśvinādhvaryū sādayatām iha tvā
2.8.1.8	svair dakṣair dakṣapiteha sīda devānāṃ sumne bṛhate raṇāya
2.8.1.9	pitevaidhi sūnave yaḥ suśevaḥ svāveśayā tanvā saṃviśasva
2.8.1.10	aśvinādhvaryū sādayatām iha tvā
2.8.1.11	pṛthivyāḥ purīṣam asy apso nāma tāṃ tvā viśve abhigṛṇantu devāḥ
2.8.1.12	stomapṛṣṭhā ghṛtavatīha sīda prajāvad asme draviṇāyajasva
2.8.1.13	aśvinādhvaryū sādayatām iha tvā
2.8.1.14	adityās tvā pṛṣṭhe sādayāmi
2.8.1.15	antarikṣasya dhartrīṃ viṣṭambhanīṃ diśām
2.8.1.16	bhuvanasyādhipatnīm
2.8.1.17	ūrmir drapso apām asi
2.8.1.18	aśvinādhvaryū sādayatām iha tvā
2.8.1.19	sajūr ṛtubhiḥ
2.8.1.20	sajūr vidhābhiḥ
2.8.1.21	sajūr devaiḥ
2.8.1.22	sajūr devair vayunādhaiḥ
2.8.1.23	agnaye tvā vaiśvānarāya
2.8.1.24	aśvinādhvaryū sādayatām iha tvā
2.8.1.25	sajūr ṛtubhiḥ
2.8.1.26	sajūr vidhābhiḥ
2.8.1.27	sajūr vasubhiḥ
2.8.1.28	sajūr ṛtubhiḥ
2.8.1.29	sajūr vidhābhiḥ
2.8.1.30	sajū rudraiḥ
2.8.1.31	sajūr ṛtubhiḥ
2.8.1.32	sajūr vidhābhiḥ
2.8.1.33	sajūr ādityaiḥ
2.8.1.34	sajūr ṛtubhiḥ
2.8.1.35	sajūr vidhābhiḥ
2.8.1.36	sajūr viśvair devair vaiśvānaraiḥ
2.8.1.37	sajūr devair vayunādhaiḥ
2.8.1.38	agnaye tvā vaiśvānarāya
2.8.1.39	aśvinādhvaryū sādayatām iha tvā
2.8.2.1	prāṇaṃ me pāhi
2.8.2.2	apānaṃ me pāhi
2.8.2.3	vyānaṃ me pāhi
2.8.2.4	cakṣur ma uruyā vibhāhi
2.8.2.5	śrotraṃ me ślokaya
2.8.2.6	apaḥ pinva
2.8.2.7	oṣadhīr jinva
2.8.2.8	dvipād ava
2.8.2.9	catuṣpāt pāhi
2.8.2.10	divo vā vṛṣṭim eraya
2.8.2.11	kṣatraṃ vayaḥ
2.8.2.12	mayantaṃ chandaḥ
2.8.2.13	viṣṭambho vayaḥ
2.8.2.14	adhipatiś chandaḥ
2.8.2.15	mūrdhā vayaḥ
2.8.2.16	prajāpatiś chandaḥ
2.8.2.17	viśvakarmā vayaḥ
2.8.2.18	parameṣṭhī chandaḥ
2.8.2.19	tryavir vayaḥ
2.8.2.20	triṣṭup chandaḥ
2.8.2.21	dityavāḍ vayaḥ
2.8.2.22	virāṭ chandaḥ
2.8.2.23	pañcāvir vayaḥ
2.8.2.24	gāyatrī chandaḥ
2.8.2.25	trivatso vayaḥ
2.8.2.26	uṣṇihā chandaḥ
2.8.2.27	turyavāḍ vayaḥ
2.8.2.28	anuṣṭup chandaḥ
2.8.2.29	paṣṭhavāḍ vayaḥ
2.8.2.30	bṛhatī chandaḥ
2.8.2.31	ukṣā vayaḥ
2.8.2.32	kakup chandaḥ
2.8.2.33	ṛṣabho vayaḥ
2.8.2.34	satobṛhatī chandaḥ
2.8.2.35	anaḍvān vayaḥ
2.8.2.36	paṅktiś chandaḥ
2.8.2.37	dhenur vayaḥ
2.8.2.38	jagatī chandaḥ
2.8.2.39	basto vayaḥ
2.8.2.40	yuvalaṃ chandaḥ
2.8.2.41	vṛṣṇir vayaḥ
2.8.2.42	viśālaṃ chandaḥ
2.8.2.43	puruṣo vayaḥ
2.8.2.44	tandraṃ chandaḥ
2.8.2.45	siṃho vayaḥ
2.8.2.46	chadiś chandaḥ
2.8.2.47	vyāghro vayaḥ
2.8.2.48	anādhṛṣyaṃ chandaḥ
2.8.3.1	indrāgnī avyathamānām iṣṭakāṃ dṛṃhataṃ yuvam / pṛṣṭhena dyāvāpṛthivī āpṛṇāntarikṣaṃ ca vibādhasva
2.8.3.2	rājñy asi prācī dik / virāḍ asi dakṣiṇā dik / samrāḍ asi pratīcī dik / svarāḍ asy udīcī dik / adhipatny asy ūrdhvā dik / āyur me pāhi / prāṇaṃ me pāhi / apānaṃ me pāhi / vyānaṃ me pāhi / cakṣur me pāhi / śrotraṃ me pāhi / mano me pinva / vācaṃ me jinva / ātmānaṃ me pāhi / jyotir me yaccha / mā chandaḥ / pramā chandaḥ / pratimā chandaḥ / asrīvīś chandaḥ / paṅktiś chandaḥ / uṣṇihā chandaḥ / gāyatrī chandaḥ / triṣṭup chandaḥ / jagatī chandaḥ / anuṣṭup chandaḥ / virāṭ chandaḥ / bṛhatī chandaḥ / pṛthivī chandaḥ / antarikṣaṃ chandaḥ / dyauś chandaḥ / nakṣatrāṇi chandaḥ / samā chandaḥ / kṛṣiś chandaḥ / vāk chandaḥ / manaś chandaḥ / gauś chandaḥ / aśvaś chandaḥ / ajā chandaḥ / hiraṇyaṃ chandaḥ / agnir devatā / vāto devatā / sūryo devatā / candramā devatā / vasavo devatā / rudrā devatā / ādityā devatā / maruto devatā / indro devatā / varuṇo devatā / bṛhaspatir devatā / viśve devā devatā / mūrdhāsi rāṭ / dhruvāsi dharuṇā / dhartry asi dharaṇī / āyuṣe tvā / varcase tvā / kṛṣyai tvā / kṣemāya tvā / yantrī rāṭ / yantry asi yamanī / dhartry asi dharitrī / iṣe tvā / ūrje tvā / rayyai tvā / poṣāya tvā
2.8.4.1	āśus trivṛt
2.8.4.2	bhāntaḥ pañcadaśaḥ
2.8.4.3	vyomā saptadaśaḥ
2.8.4.4	pratūrtir aṣṭādaśaḥ
2.8.4.5	tapo navadaśaḥ
2.8.4.6	abhīvartaḥ saviṃśaḥ
2.8.4.7	dharuṇa ekaviṃśaḥ
2.8.4.8	varco dvāviṃśaḥ
2.8.4.9	saṃbharaṇas trayoviṃśaḥ
2.8.4.10	yoniś caturviṃśaḥ
2.8.4.11	garbhāḥ pañcaviṃśaḥ
2.8.4.12	ojas triṇavaḥ
2.8.4.13	virāṭ triṃśaḥ
2.8.4.14	kratur ekatriṃśaḥ
2.8.4.15	vidhṛtir dvātriṃśaḥ
2.8.4.16	pratiṣṭhā trayastriṃśaḥ
2.8.4.17	bradhnasya viṣṭapaṃ catustriṃśaḥ
2.8.4.18	nākaḥ ṣaṭtriṃśaḥ
2.8.4.19	vīvarto 'ṣṭācatvāriṃśaḥ
2.8.4.20	dhartraṃ catuṣṭomaḥ
2.8.5.1	agner bhāgo 'si
2.8.5.2	dīkṣāyā ādhipatyam
2.8.5.3	brahma spṛtam
2.8.5.4	trivṛt stomaḥ
2.8.5.5	indrasya bhāgo 'si
2.8.5.6	viṣṇor ādhipatyam
2.8.5.7	kṣatraṃ spṛtam
2.8.5.8	pañcadaśaḥ stomaḥ
2.8.5.9	nṛcakṣasāṃ bhāgo 'si
2.8.5.10	dhātur ādhipatyam
2.8.5.11	janitraṃ spṛtam
2.8.5.12	saptadaśaḥ stomaḥ
2.8.5.13	mitrasya bhāgo 'si
2.8.5.14	varuṇasyādhipatyam
2.8.5.15	divo vṛṣṭiḥ
2.8.5.16	vātaḥ spṛtaḥ
2.8.5.17	ekaviṃśaḥ stomaḥ
2.8.5.18	adityā bhāgo 'si
2.8.5.19	pūṣṇa ādhipatyam
2.8.5.20	ojaḥ spṛtam
2.8.5.21	triṇavaḥ stomaḥ
2.8.5.22	vasūnāṃ bhāgo 'si
2.8.5.23	rudrāṇām ādhipatyam
2.8.5.24	catuṣpāt spṛtam
2.8.5.25	caturviṃśaḥ stomaḥ
2.8.5.26	ādityānāṃ bhāgo 'si
2.8.5.27	marutām ādhipatyam
2.8.5.28	garbhāḥ spṛtāḥ
2.8.5.29	pañcaviṃśaḥ stomaḥ
2.8.5.30	savitur bhāgo 'si
2.8.5.31	bṛhaspater ādhipatyam
2.8.5.32	samīcīr diśaḥ spṛtāḥ
2.8.5.33	catuṣṭomaḥ stomaḥ
2.8.5.34	yavānāṃ bhāgo 'si
2.8.5.35	ayavānām ādhipatyam
2.8.5.36	prajāḥ spṛtāḥ
2.8.5.37	catuścatvāriṃśaḥ stomaḥ
2.8.5.38	ṛbhūṇāṃ bhāgo 'si
2.8.5.39	viśveṣāṃ devānām ādhipatyam
2.8.5.40	bhūtaṃ niśāntaṃ spṛtam
2.8.5.41	trayastriṃśaḥ stomaḥ
2.8.6.1	ekayāstuvata
2.8.6.2	prajā adhīyanta
2.8.6.3	prajānāṃ patir adhipatir āsīt
2.8.6.4	tisṛbhir astuvata
2.8.6.5	brahmāsṛjyata
2.8.6.6	brahmaṇaspatir adhipatir āsīt
2.8.6.7	pañcabhir astuvata
2.8.6.8	bhūtāny asṛjyanta
2.8.6.9	bhūtānāṃ patir adhipatir āsīt
2.8.6.10	saptabhir astuvata
2.8.6.11	saptaṛṣayo 'sṛjyanta
2.8.6.12	dhātādhipatir āsīt
2.8.6.13	navabhir astuvata
2.8.6.14	pitaro 'sṛjyanta
2.8.6.15	aditir adhipatir āsīt
2.8.6.16	ekādaśabhir astuvata
2.8.6.17	ārtavā asṛjyanta
2.8.6.18	ṛtavo 'dhipataya āsan
2.8.6.19	trayodaśabhir astuvata
2.8.6.20	māsā asṛjyanta
2.8.6.21	saṃvatsaro 'dhipatir āsīt
2.8.6.22	pañcadaśabhir astuvata
2.8.6.23	kṣatram asṛjyata
2.8.6.24	indro 'dhipatir āsīt
2.8.6.25	saptadaśabhir astuvata
2.8.6.26	grāmyāḥ paśavo 'sṛjyanta
2.8.6.27	bṛhaspatir adhipatir āsīt
2.8.6.28	navadaśabhir astuvata
2.8.6.29	śūdrāryā asṛjyetām
2.8.6.30	ahorātre adhipatnī āstām
2.8.6.31	ekaviṃśatyāstuvata
2.8.6.32	ekaśapham asṛjyata
2.8.6.33	varuṇo 'dhipatir āsīt
2.8.6.34	trayoviṃśatyāstuvata
2.8.6.35	kṣudrāḥ paśavo 'sṛjyanta
2.8.6.36	pūṣādhipatir āsīt
2.8.6.37	pañcaviṃśatyāstuvata
2.8.6.38	āraṇyāḥ paśavo 'sṛjyanta
2.8.6.39	vāyur adhipatir āsīt
2.8.6.40	saptaviṃśatyāstuvata
2.8.6.41	vanaspatayo 'sṛjyanta
2.8.6.42	somo 'dhipatir āsīt
2.8.6.43	navaviṃśatyāstuvata
2.8.6.44	dyāvāpṛthivī vyaitām
2.8.6.45	vasavo rudrā anuvyāyan
2.8.6.46	ta u evādhipataya āsan
2.8.6.47	ekatriṃśatāstuvata
2.8.6.48	prajā asṛjyanta
2.8.6.49	yavāś cāyavāś cādhipataya āsan
2.8.6.50	trayastriṃśatāstuvata
2.8.6.51	bhūtāny aśāmyan
2.8.6.52	prajāpatiḥ parameṣṭhy adhipatir āsīt
2.8.7.1	agne jātān praṇudā naḥ sapatnān praty ajātān jātavedo nudasva / adhi no brūhi sumanā aheḍañ śarmaṃs te syāma trivarūthā udbhau
2.8.7.2	sahasā jātān praṇudā naḥ sapatnān praty ajātān jātavedo nudasva / adhi no brūhi sumanasyamāno vayaṃ syāma praṇudā naḥ sapatnān
2.8.7.3	catuścatvāriṃśī stomaḥ / varco draviṇam / ṣoḍaśī stomaḥ / ojo draviṇam / agneḥ purīṣam asy apso nāma tāṃ tvā viśve abhigṛṇantu devāḥ / stomapṛṣṭhā ghṛtavatīha sīda prajāvad asme draviṇāyajasva
2.8.7.4	tayā devatayāṅgirasvad dhruvā sīda / evaś chandaḥ / varivaś chandaḥ / ācchac chandaḥ / manaś chandaḥ / śaṃbhūś chandaḥ / paribhūś chandaḥ / sindhuś chandaḥ / vyacaś chandaḥ / samudraṃ chandaḥ / salilaṃ chandaḥ / kakup chandaḥ / trikakup chandaḥ / kāvyaṃ chandaḥ / aṅkupaṃ chandaḥ / akṣarapaṅktiś chandaḥ / padapaṅktiś chandaḥ / viṣṭārapaṅktiś chandaḥ / kṣuro bhṛjaś chandaḥ / pakṣaś chandaḥ / pracchac chandaḥ / saṃyac chandaḥ / viyac chandaḥ / bṛhac chandaḥ / rathantaraṃ chandaḥ / nikāyaṃ chandaḥ / vīvadhaṃ chandaḥ / giraś chandaḥ / bhṛjaś chandaḥ / saṃstup chandaḥ / anuṣṭup chandaḥ / evaś chandaḥ / varivaś chandaḥ / vayaś chandaḥ / vayaskṛc chandaḥ / viśālaṃ chandaḥ / viṣpardhāś chandaḥ / chadiś chandaḥ / dūrohaṇaṃ chandaḥ / tandraṃ chandaḥ / aṅkāvaṅkaṃ chandaḥ
2.8.8.1	raśminā kṣayāya kṣayaṃ jinva
2.8.8.2	pretyā dharmaṇe dharma jinva
2.8.8.3	anvityā dive divaṃ jinva
2.8.8.4	saṃdhināntarikṣāyāntarikṣaṃ jinva
2.8.8.5	pratidhinā pṛthivyai pṛthivīṃ jinva
2.8.8.6	viṣṭambhena vṛṣṭyai vṛṣṭiṃ jinva
2.8.8.7	pravāyāhne 'har jinva
2.8.8.8	anuvāya rātryai rātrīṃ jinva
2.8.8.9	uśijā vasubhyo vasūn jinva
2.8.8.10	praketena rudrebhyo rudrān jinva
2.8.8.11	suditinādityebhya ādityān jinva
