1.1.1.1	The Upacharavidhi is the Upacharavidhana.
5.2.4.21	The Upāṁśu-graha is taken up with the formula, "Thou art without a hole; I place thee without a hole." The Pratiprasthātṛ places the Sura-grahas in the Upāṁśus with the Kuvakasaftus, the Asvin with the Karkaṭhasaftus, the Sarasvat with the Badarasaftus and the Indra with the Badarasoftus.
5.2.4.22	From the digging of the sacrificial post onwards, everything is accomplished upto the covering.
5.2.4.23	He offers the goat to Asvin, the sheep to Sarasvati, and the bull to Indra.
5.2.4.24	The rite is concluded with the sweeping.
5.2.4.25	Having taken the cups of Soma, the Adhvaryu and the Pratiprasthātṛ stand facing the north, the Adhvaryu holding the cups of Soma on the right and the Pratiprathatṛ on the left, the sacrificer in front.
5.2.4.26	"Obeying the Asvins, Sarasvati, Indra, the holder of the thunderbolt, the Soma-drinkers, recite." Thus he makes him recite.
5.2.4.27	Having called out, he proceeds, saying, "Obeying Asvins, Sarasvatī, Indra, the wielder of the thunderbolt, Soma-drinkers are proceeding, send them."
5.2.4.28	Having offered the Vasat and Anuvṣat oblations, he meditates on the meditations. The Adhvaryu says, "May this fame come to the lions." The Pratiprasthātṛ says, "To the tigers." The sacrificer says, "To me."
5.2.4.29	The sacrificer, having taken the two chief oblations to the south, eats them in front of the altar, saying, "Whatever is left here." He eats the Suragrahas with the Surapa, saying, "The two are yours."
5.2.4.30	He offers four oblations beginning with "The two are your oblations" before the Sviṣṭakṛt.
5.2.4.31	Having placed the Soma-drains on the southern fire, having brought the remnant of Soma, he recites the twelve verses beginning with "O Soma, thou art the knower" and reciting the verses three by three, the Brahman recites three verses each time. The Adhvaryu recites three verses, the Pratiprasthātṛ recites three verses. The Brahman recites three times, the Adhvaryu three times, the Prati-prasthātṛ three times.
5.2.4.32	He offers eleven potfuls of oblations to Indra, Sutradaman, Savitar and Varuna.
5.2.4.33	Having performed the animal-sacrifice without the Svishtakrit, he performs the animal-oblations with the animal-oblation to Indra. He mixes the animal-oblatioṇs and the Svishtakṛt together for Indra and Ida.
5.2.4.34	The procedure is as desired.
5.2.4.35-41	Having sprinkled the cow, it is given away as Dakṣiṇā. The animal sacrifice is accomplished. The Hotr's recitation for the animal sacrifice is mentioned. One sprinkles the Sura-drinking and oil-smeared things in water. "The Anuvākyā for the Grahas is: "You two are Sura." The Prāṣa is: "Hotr, invoke the two Ashvins." The Yajyās are: "Like a son to his parents."
5.2.4.42	He recites the Anuvṣatka verse, "O Agni, do thou pour down the Soma, the divine drink."
5.2.4.43	"Indra, the protector, we are his devotees. We desire that boon of Savitr. O Varuna, I approach thee." These are the verses for the animal-sacrifices.
5.2.5.1	Having performed penance for twelve nights, one should perform the Tridaśa sacrifice for the attainment of three nights. One who desires to perform the Agūrtī sacrifice or one who is practising sorcery should perform it.
5.2.5.2	He lays out twelve potsherds.
5.2.5.3	It is settled that the offering is made after the pouring out.
5.2.5.4	Having offered the barley grains dedicated to Indra-Vishnu, he offers the barley grains. Then the rice grains.
5.2.5.5	It is settled that the rice grains are placed after the pouring out.
5.2.5.6	Having placed the barley-cake on it, having cooked it without fire, having placed the wheat-cake on it and cooked it without fire. Having placed the rice-cake on it he cooks it with fire.
5.2.5.7	It is cooked by removing it.
5.2.5.8	Having poured over the two upper ones, he pours over the lower one. Having taken it up, he adorns it.
5.2.5.9	Having placed the two upper ones (on the fire), he offers the Atigraha oblations to all. The oblations are offered to Agni, Soma, Savitr, Sarasvati, Indra, and the Idas. One eats the oblations.
5.2.5.10	At the time of the Dakṣiṇā, one thousand, at the time of the dakṣiṇā three cows, three gold coins, three sacrificial cakes, and anything else except a thousand. One should give Dakṣiṇās to one who is attacking or to one who is being attacked.
5.2.5.11	"O Agni, the lord of strength, the lord of wealth," - five Dhāyyā verses, the sixth is a Jagatī.
5.2.5.12	"O Agnē, your three strengths, your three powers," - he concludes with Tristubh verses.
5.2.5.13	Agni, three times the destroyer of strength, three times the day. These are the two portions of clarified butter.
5.2.5.14	"Your work, both of you," two oblations.
5.2.5.15	"Three lives, I am Agni," at the Samyājyā.
5.2.5.16	"The slayer of Vṛtra," for one who is practising sorcery.
5.2.5.17	Indra-Viṣṇu, the two who are terrible, the slayer of Śambara. These are the oblations.
5.2.5.18	A son should offer with Soma.
5.2.5.19	One desiring rain should offer a cake to Parjanya.
5.2.5.20	"One recites, "To Parjanya," for two oblations."
5.2.5.21	"One recitess, "To Agni, on eight potsherds," for three oblations. From the beginning of the placing of the oblations, one should mix the oblations. One recites, "We know thee, O Agni," for two offerings. One recites the sixth verse, "He who supports the heaven and earth."
5.2.6.1	The king or the family priest, desirous of rain, should perform this sacrifice.
5.2.6.2	Having covered himself with black (cloth), he should take up the vow in the morning.
5.2.6.3	He places the sacrificial grass of Vitex negundo, ghee, honey, Karīra seeds, and black antelope skin behind the Āhavanīya fire.
5.2.6.4	When the offering has been commenced, he offers the Vātahoma offerings, reciting the verses beginning with "In the presence of the wind" and so on.
5.2.6.5	Having mixed the cakes of karīra with honey, he places them on a black antelope skin, saying, "You are the offering of the horse of the Vrishnas."
5.2.6.6	He anoints the cakes of the black horse with the verse, "You are an offering of the horse."
5.2.6.7	He anoint the cakes on the black antelope skin with the verse, “I anoint you for the rain.
5.2.6.8-11	If it rains, he should perform the Iṣṭi after releasing the two northern ones in the eastern half. If it does not rain, he should perform Iṣṭi by releasing the two southern ones in the western half. If the rain stops, he should perform an Iṣṭi in the eastern half by releasing the two northern and southern ones. If it rains again, he should perform another Iṣṭi. If it stops again, he should release the two northern and two southern ones in both halves.
5.2.6.12	If the gods do not rain, he should wait for the rest of the day, saying, "If the gods do not drink."
5.2.6.13	If it rains immediately, he should offer.
5.2.6.14	If it does not rain, they should stay there.
5.2.6.15	The next day, he should offer an oblation to Agni Dhāmachid with eight potfuls, to Maruts with seven potfuls, and to Surya with one potful.
5.2.6.16	At the time of dismissal, he places the balls in a bronze vessel and adorns them.
5.2.6.17	Having placed the ball before the Svishtakrit, having said "Darkness by day", he offers with "The Vasus are the gods", having said "The men are coming", he offers with the second "The gods are the protectors", having said "They are rising", he offers with third "The gods are drinkers", having said "Let them rise", he offers the fourth "Let the rain be produced from heaven" in the water.
5.2.6.18-20	The gods who are in heaven, the Maruts, the destroyers of the foe, the destroyers of enemies, the destroyers of foes, the destroyers of adversaries, the destroyers of those who hate, the destroyers of all enemies, the destroyers, the destroyers of evil, the destroyers of sin, the destroyers of disease, the destroyers of sickness, the destroyers of grief, the destroyers of sorrow, the destroyers of distress, the destroyers of trouble, the destroyers of fear, the destroyers of terror, the destroyers of fright, the destroyers of panic, the destroyers of anxiety, the destroyers of worry, the destroyers of doubt, the destroyers of uncertainty, the destroyers of confusion, the destroyers of delusion, the destroyers of darkness, the destroyers of ignorance, the destroyers of blindness, the destroyers of stupidity, the destroyers of dullness, the destroyers of sleep, the destroyers of drowsiness, the destroyers of death, the destroyers of decay, the destroyers of old age, the destroyers of birth, the destroyers of suffering, the destroyers of pain, the destroyers of affliction, the destroyers of torment, the destroyers of heat, the destroyers of cold, the destroyers of hunger, the destroyers of thirst, the destroyers of anger, the destroyers of hatred, the destroyers of envy, the destroyers of jealousy, the destroyers of pride, the destroyers of arrogance, the destroyers of conceit, the destroyers of haughtiness, the destroyers of greed, the destroyers of avarice, the destroyers of deceit, the destroyers of guile, the destroyers of falsehood, the destroyers of untruth, the destroyers of lies, the destroyers of slander, the destroyers of calumny, the destroyers of defamation, the destroyers of harsh speech, the destroyers of flattery, the destroyers of violence, the destroyers of injury, the destroyers of harm, the destroyers of oppression, the destroyers of cruelty, the destroyers of wickedness, the
5.2.6.21	The Agni-Marut-saman-sutra.
5.2.6.22	One offers the Saura-saman with the Uttama-saman.
5.2.6.23	This is the Kariri-saman-yajna. One should not eat Karira fruits for a year. This is the vow.
5.2.7.1	The Rajasuya-saman-sacrifice is the means of attaining desires. One who is afraid of the Adityas and the Bhuvad-saman-recited hymns should offer a rice-cake in ghee.
5.2.7.2	The two Havish-saman-verses are "Arvancha adya" and "Arvancha idam".
5.2.7.3	The Kalpa of Aggrayan Vairaja.
5.2.7.4	"O Agni and Indra, by whom the heaven was generated for the giver," is of Agni-Indra.
5.2.7.5	" "All the gods, increasing with truth, all the gods are pure," is of the Visvedevas.
5.2.7.6	" "Heaven and earth protect us, the former-born," is of Dyava-Prit-hivi.
5.2.7.7	" "O Soma, those of thy riches, those of thy abodes," is of Soma."
5.2.7.8	Four to Sunaasirya.
5.2.7.9	Kamah, Pashu-kama, and Anna-kama are for the purpose of rain.
5.2.7.10	Two to Indraturiya.
5.2.7.11	Four to Devakas.
5.2.7.12	Anvadya no Anumatiranvidanumatir iti dasa havisam.
5.2.7.13	One who desires prosperity should offer the Aashvina cake with two potsherds in the morning.
5.2.7.14	Expiation is a rule.
5.2.7.15	"O Asvins, perform the sacrifice tomorrow." Two oblations.
5.2.7.16	One who desires sacrifice should offer with the three-joined (verse). One who desires cattle should offer with the northern (verse).
5.2.7.17	"O Indra and Pusan, you who are purified." For Indra and Pusan.
5.2.7.18	One who is afflicted by a disease should offer with the Agni and Varuna (verse).
5.2.7.19	If a country is weak, one should offer with this (verse). With Mitra and Brhaspati.
5.2.7.20	One who desires all objects should offer oblations to the gods.
5.2.7.21	Having offered the Vāja-prasava oblation of clarified butter before the Svishtakrit, one sprinkles (the oblations).
5.2.7.22	"One who desires prosperity should offer sixteen oblations, beginning with "O Agni, you are the great one..."
5.2.7.23	One who desires food should offer oblations with the Avashti rites in the directions.
5.2.7.24	The Viraj Kalpa.
5.2.7.25	One who desires well-being should offer oblations of the Satyadūta.
5.2.7.26	Expiation is the rule.
5.2.7.27	"Those who are born in this world, all of them, by the power of the six (verses),
5.2.8.1	Now the duties of the Maitrāvaruṇa.
5.2.8.2	As the Sāmidhenī verses, so also the Agnipraṇayaniyā, Yūpyā, Agnimanthaniyā, the Parāgnikaraṇa of the Maitrāvaruna, the Stokyā, the Manotā Sūkta, and the Anuvākyā.
5.2.8.3	He should recite the Prāṣa with the participle.
5.2.8.4	The Hotṛ should offer the sacrifice at the instigation of the Maitrāvaraṇa.
5.2.8.5	When the oblation is being taken up, he should say, "To the god who is being taken up." When he is rising, he should say "I am rising." When he is going, he should say "This Agni is going." Standing on the northern side of the altar, facing the south, he should desire the half-verse "Having wool" while looking at the fire.
