1.1.1	We shall explain the Upanayana.
2.25.9	Where he offers Soma to him, having put on the sacrificial thread, having sipped water, standing towards the east or north, reciting while seated, he says: "You have told me life, you have told me radiance, you have told fame, you have told prosperity. May I be long-lived, radiant, famous, prosperous, and may I be endowed with wealth. May I be all of the earth, the heaven, and the sky." Having said this, he replies: "We know you."
2.25.10	This is the same as the one in the text beginning with "By this alone, the messengers of the spirits" and ending with "May it not decay."
2.27.7	He does not fall from this.
2.27.8	When he is about to perform a long sacrifice,
2.28.1	when he is about to go on a journey, he gives his wife a gift.
2.28.2	Having prepared a heap of coarse grains and having ground them, he puts them on the bed of his wife who is asleep on the night of the new moon, saying, "This is for Soma, not for any other man."
2.28.3	If they desire it, they will not succeed.
2.28.4	If one desires that they should succeed, one should say to her, "Wash yourself with the urine of a black sheep."
2.28.5	One who is about to go away on a journey says, "We shall stay here, we shall stay in life."
2.26.1	Then he recites over the food, "May I be like food to thee, may I be like wealth to thee. May prosperity enter me from below. May the directions flow down, may the great ones come together, may all desires be fulfilled. May the beloved ones protect me, may the beloved ones protect. Thou art glory, may I be glory in thee. He, who is this, says what he wants, having recited thus.
2.26.2	When he is about to sell, he offers with the verse, "Whatever trade I do with wealth, I do with wealth. May Soma, Agni, the Lord, Indra, and Brihaspati place wealth in it. Svāhā!"
2.28.6	Then he addresses him with the verse, "Come to us, O Indra, with thy gentle steeds, with thy peacock-feathered arrows; may none of them be thy foes, may none of them bind thee with a noose. Come hither, O Breath, to life, to the abode on earth, to Agni, to Vayu in the atmosphere, to Surya in heaven. The prosperity which Agni, Vayu, Surya, the Moon, the Waters follow, that prosperity may I follow. Go thou, O Lord of the Bhuva, having attained it." Having attained it, he falls down, having become a hawk.
2.26.3	Then, when about to enter into a debate, he takes his umbrella in his left hand, covers it with his right hand, and offers the oblation with the fist of the fruit-offering. "He offers with the formula, "May you be without tongue, may you be without tongue. I worship you with the oblation. That is true, what I am saying. Let him be below me, let him speak. Svāhā!"
2.28.7	He who wishes, "May he return safely," should look at him with this three-verse (hymn): "May the three worlds be great."
2.28.8	He returns here again.
2.26.4	He recites over the one with whom he is disputing: "I give your speech to your mouth, to your mind, from your heart, from your limbs, from your limbs. I take your speech. Wherever your speech is hidden, I take it. That is true which I am saying. Be under me. Be under me."
2.28.9	If one wishes that he should not return, one should contemplate him with the verse, "May the Yakshma fall on him together with him." Then one should recite this mantra over him: "May Indra, the slayer of Vritra, lead you to the highest, farthest place, from which you will not return again, to the eternal seasons."
2.28.10	He does not return.
2.29.1	Then the mounting of the chariot.
2.27.1	If they were to go forth to him as servants, having kindled the fire, he should offer oblations to the moon. "He should say, "The one who follows after has turned back, the one who has turned back has followed after. May the Indra-Paricrusher protect you from all sides. If you have wronged me, the one who is more divine than the gods, Indra, having bound you with a noose, has brought you back to me again."
2.29.2	If one were to obtain a chariot on an auspicious day of the waxing moon, having yoked it, one would touch the wheels, saying, "You are Brihat," for the southern wheel, "You are Rathantara," for the northern wheel, and "You are Vamadeva," for the middle wheel.
2.29.3	Having mounted the horse, one should rub the wheels, saying "The wheels are on both sides." This is the remainder of the Anuvaka.
2.27.2	Having struck a stake of Khadira wood, one should wind it three times with blue and red threads, turning to the right. One should turn it around.
2.27.3	Even if they are far away, they will turn here.
2.29.4	If the chariot is of Śamara wood, then having put on the sacrificial thread, having sipped water, he touches the ground with the verses, "Here is firmness, here is self-control, here is joy, here is delight."
2.29.5	Then the mounting of the elephant.
2.27.4-5	He who wishes, "May he not go away from me," should touch him with his right hand. "In which the past and the future are present, in which all the gods are concentrated, with that I take you. I take you for myself. I take you to Brahman." He does not go away from him who wishes, "He may not go away from my side."
2.29.6	If he obtains an elephant, he should sit down after having made it on an auspicious day and in an auspicious constellation, saying, "With Indra's thunderbolt I strike him, the son of so-and-so, and I am superior to my enemies."
2.29.7	Then he makes it advance, saying, "Go, O Time, go, O Prosperity, go, make me prosper."
2.29.8	The chariot is equal to the time.
2.27.6	Having slept during the night of the new moon, he should bring his urine to the tip of a living reed and sprinkle it three times with the right hand. "He should recite, "I sprinkle you for the mountain, for the brother, for the sister, for all the kinsmen. Where will you seek, always, with the angry one, with the one who has been cut off by the one who has gone away? You are the one who is sprinkled, you are the one who has the sprinkling, with the one that has gone away."
2.29.9	If one sits on an unspread out piece of ground, one recites this: "Salutations to Rudra who resides on the earth, to Rudra who is in the wind, salutations to Rudra, to Rudra residing on the earth."
2.29.10	When moving like a snake, one recites: "Salutations, to Rudra moving like a snake in the wind, to Rudra, salutations to the one moving like a snake."
2.29.11	He recites the verse, "Salutations to Rudra, the lord of excrement, to the wind-god, salutations to Rudra. Salutations to Rudra, to the lord of excremen"
2.29.12	If he crosses over fresh cowdung, having said, "You are a cowpen," he should cross over.
2.27.7	He does not fall from this.
2.27.8	When he is about to perform a long sacrifice,
2.28.1	when he is about to go on a journey, he gives his wife a gift.
2.28.2	Having prepared a heap of coarse grains and having ground them, he puts them on the bed of his wife who is asleep on the night of the new moon, saying, "This is for Soma, not for any other man."
2.28.3	If they desire it, they will not succeed.
2.28.4	If one desires that they should succeed, one should say to her, "Wash yourself with the urine of a black sheep."
2.28.5	One who is about to go away on a journey says, "We shall stay here, we shall stay in life."
2.30.1	If he goes to a crossroad, he recites this: "Salutations to Rudra who resides in the earth, to Rudra who is in the wind, salutations to Rudra, to Rudra residing in the earth."
2.30.2	If he goes to a cremation ground, he recites: "Salutations, to Rudra, who resides there, to Rudra in the wind, salutaions to Rudra, salutations to the one who resides there."
2.30.3	Seeing the river flowing, he recites, "Salutations to the god of waters, to Rudra, to the wind-god. Salutations to Rudra, the god of waters."
2.30.4	If the wind of dissolution approaches him, he recites this mantra, "Salutations, to the god of the atmosphere, to Rudra the wind-god, salutations to Rudra, god of the atmosphere."
