1.1.1	We shall explain the Upanayana.
2.5.2	In the bright fortnight, on an auspicious day, having kindled the fire and recited the Vyāhṛtis, he offers this oblation to me, O Varuna, you are the truth. You are Agni, O Agni, you are Agni, O Prajapati, whatever transgression I have committed in this rite. Here some offer the oblations with the Jayā and Ātānāta mantras, and the Rāṣṭrabhṛt mantra, as before. Having fed the Brahmins with food, and reciting the auspicious verses, "May there be prosperity," he makes him eat the Trivṛt oblation of curd, honey, and ghee, saying, "May the earth be in you, may the Bhuva be in you, and may the Suva be in you."
2.4.5	When we say, "Bend down," or "Touch here," he bends down and touches both places. Then she places a pitcher of water over his head, saying, "The waters are awake in the house, as the gods are awake, so may this good mother be awake."
2.4.6	On the twelfth day, the mother and son take a bath.
2.4.7	They make a clean room.
2.5.3	Then he makes him eat food, saying, "I eat the juice of water and plants. May the waters and plants be auspicious. May the waters be free from disease. May the plants be free from disease."
2.6.1	In the third year, the tonsure ceremony.
2.4.8	They carry away the fire of childbirth. They carry away the domestic fire.
2.4.9	Having placed that fire, and having performed the Vyāhṛtis, he offers twelve oblations with the verse, "May Dhātā grant us wealth." Some offer thirteen oblations.
2.6.2	In the bright fortnight, on an auspicious day, having kindled the fire and performed the rites up to the Vyāhṛtis, one offers this oblation to Varuna, O Agni, you are the truth. You, O Agni, are our protector. You, O Agnī, are our protector, you, O Agni, have come. O Prajāpati, whatever transgression I have committed in this rite. Here some offer the oblations with the Jāyābhītānas and Rāṣṭrabhṛt mantras as before. Having fed the Brahmins with food, and reciting the auspicious verses, "May there be prosperity," the young boy sits down facing the east, beyond the fire.
2.4.10	This is my truth, O Varuna. You are our Agni. You are our Indra. You are our Yama. You are our Varuna. You have come, O Agni. You are Agni. You are Prajapati. Whatever transgression I have committed in this rite, Here some perform the Jayā Ātmanānas and the Rāṣṭrabṛt offerings as before. Having fed the Brahmins with food, having recited the auspicious benediction, the Svāsthyanam, and the Rddhi, one should give the son a name with two or four syllables, beginning with a sound, ending with a vowel, with long vowels, and ending with a vowel. Where there is an upasargas, it is known to be established.
2.6.3	To the north of him, his mother or a celibate holds a lump of cowdung.
2.6.4	With that he takes his hair.
2.6.5	Then he mixes hot and cold water.
2.6.6	Bringing cold and hot water, he says, "May the waters flow for the living." He gives the cow to the south.
2.6.7	He places the grass with upward-pointing tips, saying, "O herb, protect him."
2.6.8	"Do not injure him," he says while placing the razor.
2.6.9	"He sows these seeds of the gods," he says while sowing.
2.6.10	In the same way, he sows the others in a clockwise direction.
2.4.11	The father and mother should first address each other as "father" and "mother." And it is known that my name was first known as "Jātavedas."
2.4.12	One should have two names. It is known that a brahmin who knows both names is half-learned.
2.4.13	The second name should be a constellation name, and the other should be a secret name.
2.4.14	One should address him with either of the two.
2.6.11	With that razor with which Savitar, knowing the king Soma and Varuna, shaved, with that do the Brahmanas shave. May this be his strength, may this be his wealth, may this be the radiance. In the rear, with that razor with which Pusan shaved for the life of Brihaspati, Agni, and Indra, with that do I shave you. May this be your life. In the front, with good mind, may we see the sun shining.
2.4.15	It is understood that one should give the third name.
2.4.16	One touches the son who has returned from exile with the words, "I touch you with the brilliance of Soma, with the brilliance of Agni, with the splendor of Surya."
2.4.17	One touches the head with the words, “I smell you with the sound ‘hum’ for the sake of animals, for life and splendor, hum.”
2.4.18	Then with his right hand he takes the right hand of the child, with the thumb, five times with the formula, "Agni is long-lived."
2.4.19	He mutters the formula, "May thy life be established on all sides," at the right ear, as before.
2.5.1	Then in the sixth month, the child is fed with food.
2.6.15	The rice-gruel should be mixed with ghee.
2.6.16	Thus is performed the ceremony of giving the cow at the age of sixteen.
2.6.17	He shaves his head.
2.6.18	Some say that the hair is not shaved here.
2.6.19	Or it may be the Agni-giving ceremony.
2.6.20	He gives a cow to the preceptor.
2.7.1	Now, here is the expiation for dog-bite.
2.5.2	In the bright fortnight, on an auspicious day, having kindled the fire and recited the Vyāhṛtis, he offers this oblation to me, O Varuna, you are the truth. You are Agni, O Agni, you are Agni, O Prajapati, whatever transgression I have committed in this rite. Here some offer the oblations with the Jayā and Ātānāta mantras, and the Rāṣṭrabhṛt mantra, as before. Having fed the Brahmins with food, and reciting the auspicious verses, "May there be prosperity," he makes him eat the Trivṛt oblation of curd, honey, and ghee, saying, "May the earth be in you, may the Bhuva be in you, and may the Suva be in you."
2.5.3	Then he makes him eat food, saying, "I eat the juice of water and plants. May the waters and plants be auspicious. May the waters be free from disease. May the plants be free from disease."
2.6.1	In the third year, the tonsure ceremony.
2.6.2	In the bright fortnight, on an auspicious day, having kindled the fire and performed the rites up to the Vyāhṛtis, one offers this oblation to Varuna, O Agni, you are the truth. You, O Agni, are our protector. You, O Agnī, are our protector, you, O Agni, have come. O Prajāpati, whatever transgression I have committed in this rite. Here some offer the oblations with the Jāyābhītānas and Rāṣṭrabhṛt mantras as before. Having fed the Brahmins with food, and reciting the auspicious verses, "May there be prosperity," the young boy sits down facing the east, beyond the fire.
2.7.2	Having approached, having sipped water with the sacrificial thread on, having brought water in an unpleased pot, having placed the dice in the middle of the assembly hall, having arranged them, having mixed them, having spread them, having placed them above the assembly hall, and having arranged the grass, having brought the boy, having placed him face down on the dice, he sprinkles him with curd mixed with salt. They strike the bell to the right. Kurkura, Sukurkura, Kurkura, Neelabandha, Olav, Ittama, Upahvayata, Arjime, Chambale, Then Rama, Ulumbele, Sarameya, indeed runs. He shines like the ocean, bearing a golden necklace. The foremost of dogs, the most heroic, let loose the most heroic. Let loose, let loose, O single-dog, let loose, let loose. Chata, Tekas, and Saramatanga, Tula, Vitula, Arjuna, and Lohita, you let loose Shitimra, you let loose Pishamkara, Lohita, these who are the Sarasaka, runs away. Go away from the third heaven. Go away, O Sarameya, salutations to you, O Saramea. Your mother is called Dutiya, your father is Mandakaka. Go away, go away, O Saramey, salutations to yo, O Saramey. Your mother is named Dula, your father is named Mandakaka. Salutations to you, O Sarama. The horse is the male organ, the teeth of Sarama. Go away, o Sarameya, salutations to you, o Saramey. The carpenter kills the wheel-maker, the teeth of Sarameya. Go away, Sarameya. Salutations to yo, o Saramea.
