#Author:Devapāla
#Text:Kāṭhagṛhyasūtrabhāṣya
#Comments:Kāṭhakagṛhyasūtra
#Edition:Kashmir Series of Texts and Studies, No. XLIX (1923)
#Data entry:Oliver Hellwig
#Notes:Currently covers only the first half of the mūla text.



1.1.[1]	vrataśabdo yamaniyamavācakaḥ /
38.2-5.[5]	candramā dīrghamāyuḥ pratirate pratiratu dadātu, tathā prajāṃ putrādikāmamṛtamamaraṇadharmakatvaṃ saubhagatvaṃ saubhāgyaṃ lokapriyatvam /
38.2-5.[6]	dvirāyurgrahaṇamatiśayārtham /
38.2-5.[7]	sa hi pratipadādāvamṛtāt parabrahmaṇo jāyamāno vardhate pratidinam /
38.2-5.[8]	auṇādiko'siḥpratyayaḥ /
38.2-5.[9]	pūjitasya caturthapuruṣārthasya dhātā vidhātā bhavati //
38.2-5.[10]	bhūyo jāto haviṣaścandramā asmātpūrṇaḥ purastātpayaso havirbhiḥ /
38.2-5.[11]	payo garbho devatā pinvamānaścandro'mṛtatvamabhayaṃ kṛṇotu //
38.2-5.[12]	payobhiśca bhūyaḥ punaḥ punarbahukṛtvo vā payaḥ kṣīraṃ, garbhaḥ garbhān devatā yajñoddeśyāḥ pinvamāna oṣadhyādyāpyāyanamukhena poṣayaṃścandro duḥkhabhayarahitamamṛtatvaṃ me karotu //
38.2-5.[13]	āpyāyasva sametu te viśvataḥ soma vṛṣṇyam /
38.2-5.[14]	bhavā vājasya saṅgathe //
38.2-5.[15]	he soma āpyāyasva vardhayāsmān /
38.2-5.[16]	vṛṣṇyaṃ sektṛtvamāpyāyakatvaṃ te tava viśvataḥ sarvataḥ sametu samāgacchatu /
38.2-5.[17]	kiṃca vājasyānnasya saṅgathe sambandhanimittaṃ bhava //
38.2-5.[18]	saṃ te payāṃsi samu yantu vājāḥ saṃ vṛṣṇyānyabhimātiṣāhaḥ /
38.2-5.[19]	āpyāyamāno amṛtāya soma divi śravāṃsyuttamāni diṣva //
38.2-5.[20]	he soma te tava payāṃsi saṃyantu tvayā saṃgacchantām /
38.2-5.[21]	vājā vājāni annāni ca saṃgacchantām /
38.2-5.[22]	vṛṣṇyāni ca āpyāyakatvāni tvayā saṃgacchantām /
38.2-5.[23]	kīdṛśasya tava /
38.2-5.[24]	abhimātiṣāhaḥ saṅgrāmāṇāṃ prasoḍhurabhibhavituḥ /
38.2-5.[25]	he soma asmābhirāpyāyamāno haviṣā amṛtatvāya bhava svargāyetyarthaḥ /
38.2-5.[26]	śravāṃsi cānnānyuttamāni dehi yajñopayogīni //
38.2-5.[27]	navo navo bhavati jāyamāno'hnāṃ keturuṣasāmetyagram /
38.2-5.[28]	bhāgaṃ devebhyo vidadhātyāyanpra candramāstirate dīrghamāyuḥ //
38.2-5.[29]	ayaṃ candramāḥ pratipadādau vardhamāno navo navo bhavati /
38.2-5.[30]	ahnāṃ dinānāmuṣasāṃ ca rajanyantānāmagrametyāgacchati ketuścihnabhūtaḥ pratipadādikālasya sūcakatvāt /
38.2-5.[31]	kiṃca bhāgaṃ devebhyo dadātyamṛtamayatvādamṛtasya ca dīrghamāyuḥ pratirate /
38.2-5.[32]	iti candradarśanam //
39.1.[1]	prasavādārabhya ṣaṣṭhe māse bālakasyānnaprāśanaṃ kartavyam // 1 //
39.2.[1]	sarvāṇi haviṣyānnāni miśrīkṛtya āyurdā deva iti ghṛtapratīka iti ca dvābhyāṃ hutvā annapate annasyeti mantreṇa kumāramannaṃ prāśayet //
39.2.[2]	āyurdā deva jarasaṃ vṛṇāno ghṛtaṃ vasāno ghṛtapṛṣṭho agne /
39.2.[3]	ghṛtaṃ pibannamṛtaṃ cāru gavyaṃ piteva putraṃ jarasaṃ nayemam //
39.2.[4]	he agne gavyaṃ goprabhavamamṛtamamṛtatvakāri, cāru utkṛṣṭaṃ ghṛtaṃ piban imaṃ bālaṃ jarasaṃ naya vṛddhatvaṃ prāpaya /
39.2.[5]	ka iva kam /
39.2.[6]	piteva putram /
39.2.[7]	he deva dyotamāna āyurdā āyuṣo dātā tvaṃ, ato jarasaṃ jarāṃ vṛṇāno vardhayan ghṛtaṃ ca vasāna ācchādayan vitaran ghṛtapṛṣṭhaḥ san hūyamānenoparivartinā ghṛtena yuktaḥ san jarasaṃ nayemam //
39.2.[8]	ghṛtapratīko ghṛtapṛṣṭho agnirghṛtāhavano ghṛtamasya dhāma /
39.2.[9]	ghṛtapruṣo haritastvā vahantu ghṛtaṃ pibanyajatāddeva devān //
39.2.[10]	triṣṭup /
39.2.[11]	āgneyī /
39.2.[12]	ghṛtaṃ pratikāyati āhvayati yaḥ, sa ghṛtapratīkaḥ /
39.2.[13]	ghṛtapṛṣṭho vyākhyātaḥ /
39.2.[14]	ghṛtasya ā samantāt havanaṃ homo yatra, sa ghṛtāhavanaḥ /
39.2.[15]	tathā ghṛtamasyāgnerdhāma gṛham /
39.2.[16]	yatastvamevaṃbhūto'gnirato he bhagavan deva agne ghṛtapruṣo ghṛtakaṇāḥ harito'śvā iva tvāṃ vahantu prāpnuvantu āpyāyantvityarthaḥ /
39.2.[17]	tvaṃ ca ghṛtaṃ piban he deva devān yaja pūjaya prīṇīhi /
39.2.[18]	agnidvāreṇa hi devānāṃ tṛptirbhavati //
39.2.[19]	annapate annasya no dehyanamīvasya śuṣmiṇaḥ /
39.2.[20]	pra pradātāraṃ tāriṣa ūrja no dehi dvipade catuṣpade //
39.2.[21]	he annapate somarāja ‘somo vā oṣadhīnāṃ rājā’ iti śruteḥ annasya no dehi annamasmabhyaṃ prayaccha, anamīvasya śuṣmiṇaḥ, amīvo rogastadrahitaṃ, śuṣmaṃ sukhaṃ sukhakāri /
39.2.[22]	pradātāraṃ pratāriṣaḥ, prakarṣeṇa tāraya saṃsārasāgarakleśamapasārayāsya /
39.2.[23]	ūrjamannaṃ balaṃ ca no'smākaṃ dehi dvipade catuṣpade ca gavāśvādike /
39.2.[24]	ityannaprāśanam //
40.1.[1]	janmanaḥ prabhṛti yastṛtīyo varṣastasya bhūyiṣṭhe bhāge gate sati cūḍākarma kartavyam /
40.1.[2]	ardhamavadhiṃ kṛtvā saptamo māso bhūyān, aṣṭamastu bhūyiṣṭhastasmin gate navame māsi kartavyam /
40.1.[3]	dakṣiṇena viduṣāpi na svayaṃ pitrā kartavyamiti ṇicoktam // 1 //
40.2.[1]	kapūjā cūḍā /
40.2.[2]	sā vasiṣṭhagotrasaṃbhūtānāṃ dakṣiṇe śiraso bhāge kartavyā /
40.2.[3]	dakṣiṇe dakṣiṇata ādyādibhyastasiḥ // 2 //
40.3.[1]	ubhayoḥ śiraso dakṣiṇottarabhāgayoratrigotre kaśyapagotre ca jātānāṃ śikhā kartavyā // 3 //
40.4.[1]	bhṛgugotrajā muṇḍā niḥśikhāḥ kartavyāḥ // 4 //
40.5.[1]	āṅgirasagotre ye jātāste pañcacūḍāḥ kartavyāḥ // 5 //
40.6.[1]	eke vājimicchanti āṅgirasānām /
40.6.[2]	vājiḥ keśapaṅktiḥ // 6 //
40.7.[1]	ye kathitebhyo'nye'gastyaviśvāmitrādigotrajāste śikhino bhavanti /
40.7.[2]	kimartham /
40.7.[3]	maṅgalārtham /
40.7.[4]	niḥśikhatvaṃ tvamaṅgaladharmaḥ ariṣṭahetuḥ /
40.7.[5]	tathāca paṭhanti ‘amedhyametacchiro yadaśikham /’ iti /
40.7.[6]	‘yatra bāṇāḥ sampatanti kumārā viśikhā iva /’ iti ca nindāvādo yanmūlaṃ śikhākarmasmaraṇam // 7 //
40.8.[1]	kuladharmānatikrameṇa vā ekaśikhatvādi kartavyaṃ kulācārāṇāmapi dharmatvena smaraṇāt ‘yenāsya pitaro yātā yena yātāḥ pitāmahāḥ /
40.8.[2]	tena yāyātsatāṃ mārgaṃ tena gacchanna riṣyati //’ 
40.9.[1]	puṇyāha ityādi hutvetyantaṃ vyākhyātam /
40.9.[2]	āyamagādityādinā uṣṇā apo'bhimantrayate mantreṇa /
40.9.[3]	jagatī cchandaḥ /
40.9.[4]	viśvedevā devatā /
40.9.[5]	brahmaṇa ārṣamupanayanasamāptiṃ yāvat /
40.9.[6]	ayaṃ savitā kṣureṇoṣṇena codakena sahāgāt āgataḥ /
40.9.[7]	ato he vāyo tvamapyābhyāṃ saha ehi āgaccha /
40.9.[8]	he ādityāḥ rudrāḥ vasavaḥ sacetasa ekacittāḥ santo yūyamapyasya somasyeva rājño māṇavakasya vapata muṇḍayatainamityarthaḥ ‘somo vā oṣadhīnāṃ rājā’ iti śruteḥ rājānamivainaṃ gauravabhājanaṃ manyamānā muṇḍayateti yāvat // 9 //
40.10.[1]	uṣṇāścetyādinā varcase ityantenābhyundet ‘undī kledane’ māṇavakasya śiraḥ abhimantritābhiradbhiḥ prakṣālayedityarthaḥ //
40.10.[2]	he āpaḥ ihaiva sthāne enaṃ māṇavakamavata rakṣata uṣṇāśca śītāśca sarvāḥ sametya saṃbhūya /
40.10.[3]	taccāvanaṃ bṛhaspatiḥ savitā cānumanyatāmabhyupagacchatu /
40.10.[4]	kīdṛśaḥ /
40.10.[5]	satyadharmā satyameva hyasya dharmaḥ, satyasaṃkalpo hyata evāyam /
40.10.[6]	he āpaḥ ārdradānavaḥ ārdrabhāvasya dātryaḥ stha bhavatha /
40.10.[7]	dadāti iti dānuḥ, auṇādiko dānuśabdaḥ /
40.10.[8]	evaṃ jīvadānavo jīvadātryaḥ stha bhavatha /
40.10.[9]	undatīḥ kledayantyaḥ /
40.10.[10]	āpa undantu jīvase jīvanāya dīrghāyutvāya ca āyuṣe tvapatyoriti salopaḥ /
40.10.[11]	varcase brahmavarcasāya rūpaviśeṣāya // 10 //
40.11.[1]	śiraso dakṣiṇe bhāge oṣadhe trāyasvainamiti mantreṇa darbhamantardhāya svadhite mainaṃ hiṃsīrityanena kṣureṇābhinidhāyāvaṣṭabhya sadarbhān keśān yenāvapadityādibhiścatasṛbhiranuṣṭubbhiḥ dakṣiṇabhāgādārabhya pradakṣiṇaṃ yathā bhavati, tathā pratidiśaṃ pratimantraṃ darbhakṣurakarma kartavyamṛtvijā ādyayā dakṣiṇe bhāge, dvitīyayā paścime bhāge, tṛtīyayottarasmin, caturthyā tvagre //
40.11.[2]	he oṣadhe enaṃ māṇavakaṃ trāyasva gopāya /
40.11.[3]	he svadhite kṣura enaṃ māṇavakaṃ mā hiṃsīḥ /
40.11.[4]	yenāvapadyena kṣureṇa savitā somasya rājño varuṇasyāvapaduptavān śiraḥ, tena he brahmāṇa adyāsminnahani vapata muṇḍayata idaṃ bālakasyāsya śiraḥ /
40.11.[5]	kīdṛśaḥ savitā /
40.11.[6]	vidvān jānan /
40.11.[7]	tathā vapata yathāyaṃ bāla āyuṣmān dīrghāyurjarāmaśnute vyāpnoti jaradaṣṭiścāsau bhavati /
40.11.[8]	asāviti nāmaviśeṣo lakṣyate /
40.11.[9]	yena dhātā, yena kṣureṇa prajāpatirbṛhaspateragnerindrasya ca śira uptavān dīrghāyutvāya, tenaivāsya kṣureṇa bālasya śiro vapa dīrghāyutvāya ca suślokatvāya kīrtaye tathā svastaye'vināśāya /
40.11.[10]	yena pūṣeti anantarakhyākhyayā gatārthaḥ /
40.11.[11]	yena bhūyaśca rātrī jyokpaśyā ca sūryaṃ, yena kṣureṇa rātriḥ sūryamavapat bhūyaḥ punaḥpunaḥ /
40.11.[12]	jyok cirakālaṃ, paśyatīti paśyā jyokpaśyā bahudarśanā rātriḥ /
40.11.[13]	tenetyādi samānam // 11 //
40.12.[1]	yatkṣureṇetyādiyajuṣā nāpitāya kṣuraṃ dadāti lohāyasamiti śastrāntarajātiviśeṣasya saṃjñā nāpitaprasiddhā /
40.12.[2]	anye tu kṣuragrahaṇenaiva lohatvasya siddhatvāt stutyarthaṃ lohagrahaṇamityāhuḥ /
40.12.[3]	yatkṣureṇa yena kṣureṇa atitaikṣṇyādiguṇabhājā praśastatamenetyarthaḥ yaditi luptatṛtīyaikavacanāntam, he vaptaḥ muṇḍayitaḥ nāpita yena kṣureṇa keśānvapasi supeśasā surūpeṇa, tena vartayatā parivartamānena asya āyurmā pramoṣīḥ mainaṃ vadhīrityarthaḥ, kiṃ tarhi, śundhi śiro'sya, śodhaya śiro'sya // 12 //
40.13.[1]	anayā purastādbṛhatyā keśān patato'numantrayate /
40.13.[2]	tava etatprasiddhaṃ rūpādikaṃ tejaḥ keśānanu keśānāṃ paścāt mā gāt /
40.13.[3]	tathā dhātā prajāpatiste tubhyaṃ tejo dadātu /
40.13.[4]	tathā tubhyamindro bṛhaspatiḥ savitā varco rūpaviśeṣādikaṃ ādadhuḥ dadatu // 13 //
40.14.[1]	suhṛdaiva patantaḥ keśā grāhyā iti niyamaḥ /
40.14.[2]	tānupyamānān muṇḍyamānān patataḥ haritagomaye samavacinoti samyagavacinoti pratīcchati haritagomaye saṃmiśrīkṛtya piṇḍīkarotīti kvacidācāraḥ // 14 //
40.15.[1]	anayā vaiśvadevyā triṣṭubhā mitreṇa prāgudīcīṃ diśaṃ nīyamānān keśānanumantrayate kartā /
40.15.[2]	uptvāya uptvā muṇḍayitvā varuṇasya rājñaḥ sambandhinaḥ keśāṃstebhyastadarthaṃ yannidhānaṃ sthānaṃ, tadbahudhā anvavindan jñātavantaḥ /
40.15.[3]	kutra /
40.15.[4]	dyāvyāpṛthivyorantarāle madhye /
40.15.[5]	ke te /
40.15.[6]	somaścandro, dhātā prajāpatiḥ, savitā ādityaḥ, viṣṇuragniḥ /
40.15.[7]	avasyuriti pratyekamabhisambadhyate /
40.15.[8]	avanamavaḥ rakṣaṇam /
40.15.[9]	avanamicchati ‘supa ātmanaḥ kyac’ ‘kyācchandasi’ iti upratyayaḥ avanakāma ityarthaḥ // 15 //
40.16.[1]	arikte dūrvālatāvanaspatiprabhṛtau śītapradeśe samāśleṣayate keśānmitramiti śrutyā pratipāditaṃ śrutimūlametatkarmeti pradarśitaṃ ‘yatra bāṇā niṣpatanti kumārā viśikhā iva /’ ityādinā // 16 //
40.17.[1]	ṛtvije varaṃ dakṣiṇāṃ yathāśakti dadāti yajamānaḥ /
40.17.[2]	caturvarṣā gaurdakṣiṇātretyāhuḥ // 17 //
40.18.[1]	sūkṣmairūrṇāguṇairveṣṭitaṃ tilapātraṃ nāpitāya dadāti // 18 //
40.19.[1]	gatārtham /
40.19.[2]	cūḍākaraṇe'ṅganirdeśātpradhānānabhidhānātpradhānamājyenāgneyyā vaiśvadevyā vā kartavyamityāhuḥ /
40.19.[3]	yadvopasamādhāyetyanenājyabhāgāntaramuktaṃ tadeva pradhānam /
40.19.[4]	yeṣāṃ tvagnisaṃskāramātramupasamādhānaṃ, teṣāṃ pūrvaṃ pradhānam // 19 //
40.19.[5]	iti cūḍākaraṇavivṛtiḥ samāptā //
41.1.[1]	janmanaḥ prabhṛti saptame varṣe garbhādaṣṭame brāhmaṇasyopāyanamācāryasamīpagamanamekhalābandhanasaṃskāraḥ pradhānabhūtaḥ /
41.1.[2]	tasminhi sati śrutismṛtyadhikāro bhavati /
41.1.[3]	ata eva dvitīyaṃ janma smaryate 'prathamaṃ mātṛto janma dvitīyaṃ mauñjibandhanāt /
41.1.[4]	atra mātā ca sāvitrī pitā tvācārya ucyate //' iti // 1 //
41.2.[1]	aveṣṭyadhikaraṇanayena rājā kṣatriyastasyāpatyaṃ rājanyaḥ kṣatriyadārakaḥ /
41.2.[2]	tasya janmanaḥ prabhṛti navame garbhāddaśame upanayanam // 2 //
41.3.[1]	samānaṃ pūrveṇa // 3 //
41.4.[1]	sarvatrābhividhāvāṅ /
41.4.[2]	brāhmaṇasya ṣoḍaśavarṣāntaṃ yāvadupanayanakālānatikramaḥ, evaṃ dvāviṃśāntaṃ yāvat kṣatriyasya, ā caturviṃśādvaidyasya // 4 //
41.5.[1]	snātaścāsāvuptakeśo muṇḍitaśirāstasmin māṇavake upasthite sati yathāvidhi upasamādhānamagnisaṃskāramuddhatasitopalipte bhūviśeṣe sthāpanaṃ parisaṃvahanaṃ paryukṣaṇaṃ paristaraṇaṃ ca kṛtvājyaṃ copanidhāya vilāpya saṃvīkṣya daṇḍamekhalādikaṃ yathopayogamānīyopanetā jayaprabhṛtibhirṛtunakṣatrādyantairhutvā revatīstvetyādikayā śakvaryā ahatamabhuktaṃ navaṃ vāso haste nidhāyābhimantrayate /
41.5.[2]	kila vāsaso’yamutpattikramaḥ ādau tāvadrevatībhiḥ karpāso loṣṭhanikābhirabhihanyate vidhūyate ca, tataḥ kṛtyate veṣṭayate sūtratāmāpādyate ityarthaḥ, tatastantuvāyena ātānāyate, tataḥ kūrcena parāmṛjyate /
41.5.[3]	tato vastraṃ vayati tantuvāyaḥ, sampanne ca vastre pallavadvaye daśāḥ saṃyojayati /
41.5.[4]	evaṃkramo’tra mantre karpāsādīnāṃ hananādau devatāviśeṣāṇāṃ kartṛtāropaṇena stūyate /
41.5.[5]	he vastra tvāṃ revatīḥ devatāḥ vyakṣṇanviśeṣeṇākṣiṇvan karpāsāvasthāyāṃ loṣṭhanikādibhirhatavatyaḥ /
41.5.[6]	kṛttikāḥ 'kṛtī veṣṭane' kartaryo veṣṭikāścakratuḥ cakruḥ sūtraṃ kṛtavatyastadvāreṇa saṃpāditavatyaḥ /
41.5.[7]	apaso’pāpā marutastvāṃ vyatanvata viśeṣeṇātanvata ātānarūpatāṃ kṛtavanta ityarthaḥ /
41.5.[8]	dhiyo’vayan buddhiviśeṣeṇa hi vastraviśeṣasya vānaṃ sampadyate /
41.5.[9]	ava gnāḥ amṛjan 'vyavahitāśca' ityavaśabdo mṛjinā sambadhyate /
41.5.[10]	gnāḥ devatāḥ avāmṛjan 'mṛjū śuddhau' kūrcena ātatasya sūtrasya mārjanaṃ kṛtavatya ityarthaḥ /
41.5.[11]	sahasramantānabhitodayacchan, abhita ubhayataḥ pallavadvaye uditi nipātastathāśabdasyārthe, sahasraśabdo bāhulyārthaḥ, sahasramantānāṃ daśānāmayacchan babandhuḥ /
41.5.[12]	kāḥ /
41.5.[13]	gnā iti yojanīyam /
41.5.[14]	aśītirmadhyamavayannu nārīḥ, nuśabdaḥ kṣipravacanaḥ, madhyaṃ vastrasyāśītirnāryo nāgadevatā avayan utavatyaḥ // 5 //
41.6.[1]	anena yajuṣā vāsaḥ paridhāpayati /
41.6.[2]	he devyo revatyādyā idaṃ vāsaḥ paridhatta paridhāpayata /
41.6.[3]	kasmai /
41.6.[4]	devāya dyotamānāya māṇavakāya /
41.6.[5]	tvamapi he māṇavaka paridhatta paridhatsva /
41.6.[6]	savitā vyatyayena he savitaḥ idaṃ vāsaḥ paridhāpaya savitre devatārthābhijñānasya janayitre māṇavakāya /
41.6.[7]	tvamapi he māṇavaka paridhatta paridhatsva savitā bhūtvā /
41.6.[8]	he vāsaḥ naya prāpaya imaṃ māṇavakaṃ kaṃ brahmāṇaṃ brāhmaṇatvaṃ prāpaya vedasamṛddhiyuktaṃ kurvityarthaḥ, śatāyuṣaṃ kṛṇuhi kuru //
41.6.[9]	eṣa mantratrayāṇāṃ varṇānāṃ paridhāpane sādhāraṇo’dhovāsasaḥ /
41.6.[10]	uttarīyaṃ vakṣyate’jinam /
41.6.[11]	jarāṃ gacchetyādibhiḥ parihitavāsasamanumantrayate ityādityadarśanaḥ /
41.6.[12]	natvevamācāra ācāryāṇām, nāpi mantraliṅgamevamiti yojanānyathā kāryā /
41.6.[13]	ekaikasyāsādhāraṇa ityekaikasya vāsasaḥ paridhāpane mantratrayam /
41.6.[14]	tatra devīrdevāyetyeko varṇatrayasādhāraṇaḥ, jarāṃ gaccheti dvitīyaḥ sādhāraṇaḥ paridhāpane, paramamityādīnāṃ trayāṇāmekaiko yathākramamekaikasyāsādhāraṇa ityekaikasya trayaḥ paridhāpane mantrāḥ // 6 //
41.7-8.[1]	mantraliṅgādayamapi paridhāpane /
41.7-8.[2]	upanetā bravīti he māṇavaka vāsaḥ paridhatsva /
41.7-8.[3]	āśiṣamāha jarāṃ gaccha jarājarjaritatanurbhava /
41.7-8.[4]	āpīvābhūḥ 'sphāyī opyāyī vṛddhau' āṅpūrvaḥ 'āto maninkvanibvanipaśca' iti kvanip pravṛddho bhavetyarthaḥ /
41.7-8.[5]	anabhiśastipāvā abhūrityanuṣajyate, abhiśaso’bhiśastiḥ pāpayogastatpratiṣedho’nabhiśastiḥ pāpābhāvaḥ prasajyapratiṣedhaṃ kṛtvā paryudāsena ca dharmasaṃbandhaḥ, anabhiśastiṃ pātīti anabhiśastipāvā /
41.7-8.[6]	śataṃ jīva śaradaḥ śataṃ śaradāṃ ca tvaṃ prāṇān dhāraya /
41.7-8.[7]	purucīriti śarado viśeṣaṇaṃ puruśabdo bhūrivacanaḥ bahūn puruṣānañcanti sādhayanti iti purūcyaḥ, purūcīnāṃ rāyo dhanasya ca poṣaṃ puṣṭiṃ paridhatsva samantāddhāraya // 7 //
41.7-8.[8]	eṣa brāhmaṇasya paridhāpane mantraḥ somapadālliṅgāditarayoḥ somasaṃbandhābhāvāt 'yadi rājanyaṃ vaiśyaṃ vā yājayennyagrodhatatīrāhṛtya tāḥ saṃpiṣya dadhnyutsṛjya tadasmai bhakṣaṃ prayacchenna somam' iti śruteḥ //
41.7-8.[9]	he māṇavaka etadvāsaḥ paridadhmasi 'idanto masi' itīdantaḥ paridadhmaḥ paridhāpayāmaḥ, somameva cemaṃ paridhāpayāmaḥ, tvayā anenopanayanadvāreṇa soma eva hi parihito dhṛto vedastadarthābhyāsadvāreṇa bhaviṣyati /
41.7-8.[10]	kimarthaṃ paridhāpayāmaḥ /
41.7-8.[11]	tejase mahe, mahate, pūjārthaṃ vā maha pūjāyāmityasya rūpam /
41.7-8.[12]	śrotrāya śrūyate iti śrotraṃ vedaḥ tadarthaṃ vedavedārthādhigamāya, athavā śrotrāya śrotrayuktāya śiṣyāya vedapāraṅgamastvamupādhyāyaḥ śrotriyebhyo hitaḥ sampadyasveti tātparyam /
41.7-8.[13]	yathainaṃ vāsoviśeṣaṃ jarasaṃ nayat jarāṃ nayati māṇavakaḥ tathā ca paridhāpanena paridhāpayāmaḥ, yathā bahūni vastrāṇi bhogena jarayiṣyati tathāhaṃ paridhāpayāmīti yāvat /
41.7-8.[14]	jyok cirakālaṃ śrotrāya vedāya jāgarat jāgṛhi bahukālaṃ vedatadarthajāgaraṇaṃ paṭhanabodhānuṣṭhānātmakaṃ tavāstvityarthaḥ /
41.7-8.[15]	jyok śrotre’dhijāgarat bahukālaṃ śiṣyebhyo jāgṛhi upadiśa atiśayena paropakāraprakṛṣṭadharmakatvāt // 8 //
41.7-8.[16]	he brahmacārin vāsaḥ paridadhmasi vāsaḥ paridhāpayāmaḥ indramindreṇa saha bāhubhyāṃ jātatvādindro rājanyastaṃ parameśvaraṃ svayameva prajāpālanasāmarthyāt /
41.7-8.[17]	kimartham /
41.7-8.[18]	ojase balāya /
41.7-8.[19]	mahe mahate pūjitāya vā /
41.7-8.[20]	kṣatrāya sādhūnāṃ trāṇāya utsāhāya ca /
41.7-8.[21]	gatārthamanyat // 9 //
41.7-8.[22]	manumiti mānuṣatvānmanum /
41.7-8.[23]	poṣo dhanapuṣṭistadartham /
41.7-8.[24]	śiṣṭaṃ samānam // 10 //
41.7-8.[25]	trayāṇāmapi varṇānāṃ parihitavāsasāmanenānumantraṇaṃ karotyupanetā /
41.7-8.[26]	pariśabdaḥ pūrvavadihāpi vyavahitānvayaḥ /
41.7-8.[27]	he māṇavaka tvamidaṃ vāsaḥ pari adhidhāḥ paryadhyadhāḥ ādhikyenotkarṣeṇa parihitavānasi svastaye’vināśāya yat, tattvamāpīvā āpīnaḥ pravṛddho bhava, anabhiśastyanabhiśastaṃ pāti rakṣatītyanabhiśastipāvā, śataṃ ca śaradāṃ jīva, suvīraśca śobhanaputrayukto bhava, tathā vasūni dhanāni udāraḥ sanvibhaja viśeṣeṇa bhajasva dehi vā parijanartvikprabhṛtibhyaḥ /
41.7-8.[28]	suṣṭhu jīvan sujīvan sukhādinā jīvan // 11 //
41.7-8.[29]	yoge yoge ityanena yuvā suvāsa ityanena ca mantreṇāgniṃ lakṣaṇīkṛtya pradakṣiṇaṃ yathā bhavati, tathā māṇavakamānīya ehyaśmānamātiṣṭheti mantreṇāśmānaṃ dakṣiṇena padā āsthāpayati adhiṣṭhāpayatyācāryaḥ //
41.7-8.[30]	yoge yoge tavastaraṃ vāje vāje havāmahe /
41.7-8.[31]	sakhāyamindramūtaye //
41.7-8.[32]	vyākhyāteyam /
41.7-8.[33]	atra vahnipradakṣiṇe tu yogaḥ sambandho viśeṣyate /
41.7-8.[34]	yoge yoge sarvatra brahmacārikriyāsambandhe kartavye, vāje vāje haviṣi haviṣi, indraṃ havāmahe āhvayāmaḥ ūtaye’vanāya, tavastaraṃ balavattaraṃ, sakhāyaṃ sahāyam //
41.7-8.[35]	yuvā suvāsaḥ parivīta āgātsa ucchreyānbhavati jāyamānaḥ /
41.7-8.[36]	taṃ dhīrāsaḥ kavaya unnayanti svādhyo manasā devayantaḥ //
41.7-8.[37]	eṣa yūpocchrāyane viniyukto’nyatra mantraḥ /
41.7-8.[38]	tatraiṣa mantrārthaḥ yūpa eva yuvā navaḥ sadyaśchinnaḥ, śobhanena vāsasā raśanayā ca parito veṣṭita āgāt āgataḥ /
41.7-8.[39]	taṃ dhīrāso dhīrāḥ paṇḍitā ṛtvijaḥ unnayanti ucchriyanti manasā devayantaḥ devān yaṣṭukāmāḥ paśuyāgaṃ cikīrṣantaḥ /
41.7-8.[40]	prakṛto’trāyamarthaḥ brahmacārī yuvā suvāsāḥ parihitaśobhanavastraḥ parivītaḥ saṃvṛto brahmacāryātmā sahi yuvā nityataruṇaḥ saṃvītaśca śaṇavāsasā, āgāt āgataḥ idaṃ śarīraṃ karmavaśātprāptaḥ /
41.7-8.[41]	prāṇo vyākhyātavyo brahmacārisaṃbandhī /
41.7-8.[42]	so’pi hi śarīreṇa vāsaseva saṃvṛta āgato brahmacāriśarīram /
41.7-8.[43]	nityataruṇaśca yuvā sa brahmacārī ucchrita unnato jāyamāno vardhamāno bhavati ātmā vāyurgagana iva kṣudhādibhiḥ pravṛddho bhavati /
41.7-8.[44]	taṃ dhīrāso dhīrāḥ paṇḍitāḥ kavayaḥ krāntadarśanā unnayanti ūrdhvaṃ nayanti ātmānaṃ mokṣaṃ prāpayanti prāṇamutkrāmayanti ūrdhvaṃ brahmadvāraṃ prāpayanti brahmacāriśarīramapyunnayanti kriyājñānakāṇḍānuṣṭhānenotkṛṣṭaṃ sampādayanti, svādhyaḥ śobhanadhiyaḥ sukarmāṇaḥ, ekāgreṇa manasonnayanti //
41.7-8.[45]	ehyaśmānamiti, he māṇavaka ehi āgaccha aśmānaṃ pāṣāṇamātiṣṭhādhitiṣṭha, aśmeva sthiro bhava, viśve sarve devā āyuṣṭe kṛṇvantu śaradaḥ śataṃ samāḥ śatam // 12 //
