#Author:Keśava
#Text:Kauśikasūtrapaddhati
#Comments:Kauśikasūtra
#Data entry:Arlo Griffiths
#Notes:Markup complete.
#Todo:final formatting! “'” is used for marking quotations and avagraha.


1.1.1.[1]	athaśabda ānantaryārthaḥ /
6.2.29.[1]	barhirlavanādi pratiṣṭhāpanāntaṃ kṛtvā 'niramuṃ nude' iti sūktena tamagnimaṅguṣṭhena trivāraṃ sphoṭayati /
6.2.29.[2]	punaḥ śaram /
6.2.29.[3]	anyamagniṃ praṇayati /
6.2.29.[4]	'niramuṃ nude' iti sūktena staraṇaṃ kṛtvā punarmantreṇa stṛṇāti //
6.2.30.[1]	'niramuṃ nude' iti sūktena kadhviṇḍakoṣṭhairanunirvapati //
6.2.31.[1]	abhyātānāntaṃ kṛtvā lohitāśvatthena sruveṇa palāśena veṅgiḍamājyaṃ juhoti /
6.2.31.[2]	abhyātānādyuttaratantram //
6.2.32-34.[1]	'tvaṃ vīrudhām' iti sūktena mūtrapurīṣe bandhavatsakhalvāyāṃ kṛtvā tasya vṛṣaṇairapidhāpya bādhakena kāṣṭhena hatvā sūktena marma nikhanati //
6.2.35.[1]	'yathā sūryo nakṣatrāṇām' iti dvyarcaṃ sūktaṃ śatruṃ dṛṣṭvā japati //
6.2.36.[1]	'yāvanto mā sapatnānām' ityṛcā śatruṃ nirīkṣate /
6.2.36.[2]	cakṣuṣā //
6.2.37.[1]	'indrotibhirbahulābhiḥ' ityekayā vidyuddhatavṛkṣasya samidha ādadhāti /
6.2.37.[2]	'agne jātān' iti dvyarcena vidyuddhatavṛkṣasya samidha ādadhāti /
6.2.37.[3]	'yo nastāyaddipsati' iti dvābhyāmṛgbhyāṃ vidyuddhatasamidha ādadhāti /
6.2.37.[4]	'yo naḥ śapāt' ityekayā vidyuddhatavṛkṣasya samidha ādadhāti //
6.2.38-39.[1]	'sāntapanāḥ' iti tṛcenordhvaśuṣkavṛkṣasamidha ādadhāti /
6.2.38-39.[2]	'sāntapanāḥ' iti tṛcena ghraṃsaśrṛtaṃ puroḍāśaṃ juhoti /
6.2.38-39.[3]	'sāntapanāḥ' iti tṛcena ghraṃsavilīnamājyamiṅgiḍaṃ juhoti /
6.2.38-39.[4]	sarvahutam /
6.2.38-39.[5]	ājyatantre /
6.2.38-39.[6]	tantraṃ kṛtvā //
6.2.40.[1]	abhyātānāntaṃ kṛtvā 'udasya śyāvau' iti tṛcena sūktenājyaṃ juhotīṣīkāñjimaṇḍūkaṃ nīlalohitābhyāṃ sūtrābhyāṃ sakakṣaṃ baddhvoṣṇodake vyādāya pratyāhuti maṇḍūkamukhamapanudati /
6.2.40.[2]	abhyātānādyuttaratantram /
6.2.40.[3]	abhinyubjatyupadhāvantam //
6.2.41.[1]	'asadan gāvaḥ' ityṛcā kāmpīlaṃ sannahya kṣīrotsikte pāyayati //
6.2.42.[1]	'asadan gāvaḥ' ityṛcā raktaśālikṣīraudanaṃ paktvābhimantrya dveṣyāya prayacchati /
6.2.42.[2]	bhakṣārtham //
6.2.43.[1]	'asadan gāvaḥ' ityṛcāmapātrasyopari hastaprakṣālanaṃ karoti mantreṇa //
6.2.43.[2]	ṣaṣṭhe'dhyāye dvitīyā kaṇḍikā //48 //
6.3.1.[1]	'sapatnahanam' ityarthasūktenarṣabhaṃ sampātavantaṃ kṛtvā dveṣyābhimukhaṃ visṛjati /
6.3.1.[2]	vṛṣotsargavat /
6.3.1.[3]	yantā /
6.3.1.[4]	abhyātānādyuttaratantram //
6.3.2.[1]	'sapatnahanam' ityarthasūktenāśvatthīḥ svayampatitāḥ samidha ādadhāti //
6.3.2.[2]	udavajrāṇāṃ vidhānamucyate
6.3.4.[1]	'jiṣṇave yogāya' ityuttarārdharcaiḥ ṣaḍudakasamīpe ghaṭaṃ nidadhāti //
6.3.14.[1]	'idamahaṃ yo mā prācyā diśaḥ' ityaṣṭarcena kalpajena sūktenodakamadhye ghaṭaṃ nidadhāti /
6.3.14.[2]	'idamaham' iti ghaṭamudake'dhomukhaṃ karoti /
6.3.14.[3]	'idamaham' iti sūktena ghaṭamudakapūrṇaṃ kṛtvāpakrāmati /
6.3.14.[4]	'idamahaṃ yo mā prācyā diśaḥ' sūktenodakapūrṇaṃ ghaṭaṃ maṇḍape sthāpayati /
6.3.14.[5]	etadabhicāra udakāharaṇam /
6.3.14.[6]	yena vidhānena vajrapraharaṇaṃ kriyate taducyate /
6.3.14.[7]	'indrasyaujaḥ' ityādi sarvaṃ kṛtvā 'idamaham' iti sthāpanāntaṃ kṛtvā 'agnerbhāgaḥ stha' ityaṣṭābhirṛgbhirdvidhākaraṇam /
6.3.14.[8]	ardhaṃ ghaṭe kṛtvārdhaṃ bhājane karoti /
6.3.14.[9]	bhājanamagnau tāpayati /
6.3.14.[10]	ghaṭamanyasmai puruṣāya pradāpayati /
6.3.14.[11]	'agnerbhāgaḥ' ityaṣṭau tāpane mantrāḥ /
6.3.14.[12]	barhirāsane dakṣiṇāmukha upaviśya bhājanamagnau kṛtvā 'vātasya raṃhitasyāmṛtasya yoniḥ' iti mantreṇodakaṃ gṛhītvā 'śamagnaye' iti sūktena kalpajena sarvebhyo bhūtebhyo'bhayaṃ vadet /
6.3.14.[13]	'yo va āpo'pāṃ bhāgo'psvantaḥ' ityṛcodavajraprakṣepaḥ /
6.3.14.[14]	punarapi 'vātasya raṃhitasya' ityudakaṃ saṅgṛhya 'śamagnaye' ityabhayaṃ dattvā 'yo va āpo'pāmūrmirapsvantaḥ' ityṛcā vajraprakṣepaḥ /
6.3.14.[15]	punarapi 'vātasya raṃhitasya' ityudakaṃ saṅgṛhya 'śamagnaye' ityabhayaṃ dattvā 'yo va āpo'pāṃ vatso'psvantaḥ' iti vajraṃ prakṣipet /
6.3.14.[16]	'vātasya raṃhitasya' ityudakaṃ saṅgṛhya 'śamagnaye' ityabhayaṃ dattvā 'yo va āpo'pāṃ vṛṣabho'psvantaḥ' ityṛcā vajraṃ prakṣipet /
6.3.14.[17]	punaḥ 'vātasya raṃhitasya' ityudakaṃ gṛhītvā 'śamagnaye' ityabhayaṃ dattvā 'yo va āpo'pāṃ hiraṇyagarbho'psvantaḥ' ityṛcā vajraṃ prakṣipet /
6.3.14.[18]	punaḥ 'vātasya raṃhitasya' ityudakaṃ saṅgṛhya 'śamagnaye' ityabhayaṃ dattvā 'yo va āpo'pāmaśmā pṛśniḥ' ityṛcā vajraṃ prakṣipet /
6.3.14.[19]	punaḥ 'vātasya raṃhitasyāmṛtasya yoniḥ' iti mantreṇodakaṃ saṅgṛhya 'śamagnaye' ityabhayaṃ dattvā 'yo va āpo'pāmagnayo'psvantaḥ' ityṛcā vajraṃ prakṣipet /
6.3.14.[20]	'enamenānadharācaḥ parācaḥ' iti kalpajayarcā bhājanasthamudakaṃ bhūmau ninayati /
6.3.14.[21]	'yaṃ vayam' iti sūktenaivam 'apāmasmai vajram' ityekayaivameva /
6.3.14.[22]	'indrasyaujaḥ' ityādi kartavyam /
6.3.14.[23]	tatra rudrakṛtāḥ ślokāḥ /
6.3.14.[24]	prakṣālanaṃ tathā yogo apsu pātranidhāpanam /
6.3.14.[25]	apohanamanenaiva taṃ niveṣṭya pātrapūraṇam //
6.3.14.[26]	apakrāmastadāyaṃ tu sūktenedamahaṃ tataḥ /
6.3.14.[27]	nidhāpanādi tenaiva sarvatrānīya sādayet //
6.3.14.[28]	vibhāgadānasantāpā grahaṇaṃ śāntayaśca yāḥ /
6.3.14.[29]	vajrātisargāvityete sapta vajrasya kevalāḥ //
6.3.14.[30]	grahaṇaṃ prativajraṃ cābhayadānaṃ tathaiva ca //
6.3.14.[31]	ete ślokāḥ /
6.3.14.[32]	'viṣṇoḥ kramo'si' iti dvādaśabhiḥ pratyṛcaṃ viṣṇukramān kramate śatrorabhimukham //
6.3.15.[1]	savavidhānena bṛhaspatiśirasamodanaṃ dveṣyāya dadāti /
6.3.15.[2]	'mamāgne varcaḥ' iti sūktena taṃ pṛṣātakenopasicya 'tasyaudanasya' ityarthasūktenābhimantrya dadāti /
6.3.15.[3]	sūktenābhimṛśati /
6.3.15.[4]	sūktena sampātavantaṃ karoti /
6.3.15.[5]	tantram /
6.3.15.[6]	sūktaṃ vācayati /
6.3.15.[7]	'tribhiḥ sthānaiḥ' ityuktam //
6.3.16-18.[1]	'udehi vājin' ityardharcena nāvacaṭitaṃ dveṣyamanvāha //
6.3.19-21.[1]	'samiddho agniḥ samidhāno ghṛtavṛddhaḥ' iti pañcarcena śaṅkusahitān pāśānabhimantryāraṇye nidadhāti /
6.3.19-21.[2]	'samiddho agniḥ' iti sūktena pañcarcena pāśānabhimantrya dveṣyasya padaṃ vṛścati vidhānena /
6.3.19-21.[3]	'samiddho agniḥ' iti sūktena pañcarcena śaṅkusahitān pāśān pade'vacchinatti /
6.3.19-21.[4]	tān sannahya bhraṣṭe'bhyasyati /
6.3.19-21.[5]	'ya ime dyāvāpṛthivī' ityanuvākena śaṅkusahitāñchatruṣu pāśān baddhvābhimantrya vṛścati padepade /
6.3.19-21.[6]	'ya ime dyāvāpṛthivī' ityanuvākenādhipāśān bādhakāñchaṅkūṃstān saṅkṣudya sannahya bhraṣṭe'bhyasyati /
6.3.19-21.[7]	aṣṭau sūktāvṛttiḥ /
6.3.19-21.[8]	'ajaiṣma' iti sūktacatuṣṭayena 'aganma svaḥ' ityavasānadvayavarjitena śatruṣu pāśān baddhvābhimantryāraṇye nidadhāti /
6.3.19-21.[9]	'ajaiṣma' iti sūktacatuṣṭayenottamāvasānadvayavarjitena pāśān abhimantrya pade pade vṛścati /
6.3.19-21.[10]	'ajaiṣma' iti sūktacatuṣṭayena 'aganma svaḥ' iti varjitenādhipāśān bādhakāñchaṅkūṃstān saṅkṣudya sannahya bhraṣṭe'bhyasyati //
6.3.22.[1]	'samiddho agniḥ samidhānaḥ' iti pañcarcenāmapātrasyopari dveṣyāya hastaprakṣālanaṃ dadāti /
6.3.22.[2]	abhyātānāntaṃ kṛtvā 'samiddho agniḥ' iti pañcarcena vṛṣabhaṃ sampātyātisṛjati /
6.3.22.[3]	abhyātānādyuttaratantram /
6.3.22.[4]	'ya ime dyāvāpṛthivī' ityanuvākena raktaśālikṣīraudanaṃ sampātyābhimantrya dveṣyāya dadāti /
6.3.22.[5]	'ya ime dyāvāpṛthivī' ityanuvākenāmapātrasyopari dveṣyāya hastaprakṣālanaṃ dadāti /
6.3.22.[6]	tantraṃ kṛtvā 'ya ime dyāvāpṛthivī' ityanuvākena vṛṣabhaṃ sampātavantaṃ kṛtvā śatrumabhimukhaṃ visṛjati /
6.3.22.[7]	uttaratantram /
6.3.22.[8]	'ajaiṣma' iti caturbhiḥ paryāyaiḥ 'aganma svaḥ' ityavasānadvayavarjyaṃ raktaśālikṣīraudanamabhimantrya dadāti /
6.3.22.[9]	tantre /
6.3.22.[10]	'ajaiṣma' iti pūrvam /
6.3.22.[11]	āmapātrasyopari dveṣyāya hastaprakṣālanaṃ dadāti /
6.3.22.[12]	'ajaiṣma' iti pūrvaṃ vṛṣabhaṃ sampātavantaṃ kṛtvā śatrugṛhānabhimṛśati /
6.3.22.[13]	vṛṣotsargavat //
6.3.23.[1]	prathame divase'bhyātānāntaṃ kṛtvā śatrupratikṛtiṃ ca mṛnmayāṃ kṛtvā vedimadhya ūrdhvaṃ sthāṇau nibadhya 'samiddho agniḥ' iti pañcarcena mūrdhni sampātānānayati /
6.3.23.[2]	ghṛtena pācayati pradidinam /
6.3.23.[3]	ekatantraṃ yāvat /
6.3.23.[4]	abhyātānādyuttaratantram /
6.3.23.[5]	ābhicārikaṃ tantraṃ kṛtvā 'ya ime dyāvāpṛthivī' ityanuvākena śatrupratikṛtiṃ mṛnmayāṃ paścādagneḥ sthāṇau baddhvā tasya mūrdhni sampātānānayati /
6.3.23.[6]	pratidinaṃ sūktāvṛttiḥ /
6.3.23.[7]	dvādaśame divase'bhyātānādyuttaratantram /
6.3.23.[8]	abhicāraṃ tantraṃ kṛtvā 'ajaiṣma' iti caturbhiḥ sūktairgartedhmāvantareṇāvalekhanīṃ sthāṇau nibadhya dvādaśarātraṃ sampātānānayati /
6.3.23.[9]	abhyātānāni hutvā /
6.3.23.[10]	tataḥ sviṣṭakṛdādyuttaratantram //
6.3.24.[1]	'yasmin ṣaḍurvīḥ pañca' ityudavajrān praharati /
6.3.24.[2]	uktena vidhānena //
6.3.25.[1]	'yo annādo'nnapatiḥ' ityṛcodakamabhimantrya dveṣyaṃ manasā cādhyāyan sa cācāmati /
6.3.25.[2]	svayaṃ kartā /
6.3.25.[3]	dveṣyasya maraṇaṃ bhavati //
6.3.26.[1]	'yaśca gāṃ padā sphurati' ityardharcena dveṣyaṃ dṛṣṭvānvāha japati /
6.3.26.[2]	uttaratantram /
6.3.26.[3]	ābhicārike tantre viśeṣaḥ /
6.3.26.[4]	pārvaṇau samṛddhiḥ sannatirete homā na bhavanti /
6.3.26.[5]	abhyātānāni hutvā tataḥ sviṣṭakṛdādyuttaratantraṃ bhavati /
6.3.26.[6]	'niramuṃ nuda' iti saṃsthitahomaḥ /
6.3.26.[7]	'viṣṇoḥ kramo'si' iti viṣṇukramān /
6.3.26.[8]	dvādaśa bhavanti /
6.3.26.[9]	jāṅmāyane sampātā na bhavanti /
6.3.26.[10]	śeṣaṃ samānam /
6.3.26.[11]	abhyātānāntaṃ kṛtvā 'idāvatsarāya' iti vratavisarjanamājyaṃ juhuyāt /
6.3.26.[12]	samidho'bhyādadhyāt /
6.3.26.[13]	vratasamāpanīraṣṭau samidha ādadhyāt /
6.3.26.[14]	abhyātānādi śāntam uttaratantram //
6.3.27.[1]	avabhṛthaṃ snātvā 'nirdurmaṇyaḥ' iti sūktena sarvauṣadhirātmānamabhimṛśati /
6.3.27.[2]	spṛśatītyarthaḥ /
6.3.27.[3]	abhicāraṃ kṛtvā kartemāṃ śāntiṃ karoti /
6.3.27.[4]	maraṇaṃ bandhanaṃ vā vyasanaṃ vā praṇipāto vonmattatābhāvo vā bhavati /
6.3.27.[5]	abhicārapaddhatiḥ samāptā //
6.3.27.[6]	bhadramatena bhāṣyakāra tathā dārilamatena ca /
6.3.27.[7]	ebhistribhirbhāṣyakāraiḥ kauśikīyo vicāritaḥ //
6.3.27.[8]	tasya tasyaite padārthā bhavanti /
6.3.27.[9]	maraṇaṃ vā bandhanaṃ vā vyasanaṃ vā praṇipāto vonmattatā vā daivopahatirvā putradhanādivināśo bhavati /
6.3.27.[10]	tatra ślokāḥ /
6.3.27.[11]	maraṇaṃ vyasanaṃ caiva bandhanaṃ ca viśeṣataḥ /
6.3.27.[12]	praṇipātonmattatā vā daivopahatireva ca //
6.3.27.[13]	putrādidhananāśaśca gṛhe doṣān bahūnapi /
6.3.27.[14]	abhicarati puruṣa etāni tu vinirdiśet /
6.3.27.[15]	trayāṇāṃ bhāṣyakārāṇāṃ mataṃ jagrāha kauśikī //
6.3.27.[16]	upādhyāyakavīśvareṇa nāmato'bhicāraḥ kṛtaḥ turuṣkamahumadasyopari kāritaḥ //
6.3.27.[17]	pṛthivyāṃ duṣṭa utpannaḥ sarvadā ca vināśayet /
6.3.27.[18]	adharmasambhavo duṣṭaḥ prajāhiṃsanatatparaḥ //
6.3.27.[19]	turuṣkanāmnā pāpiṣṭhā devabrāhmaṇahiṃsakāḥ /
6.3.27.[20]	pṛthivyāṃ śrībhojadevo dharmasaṃrakṣaṇāya ca //
6.3.27.[21]	deśe mālavaka utpannaḥ śrīrājagṛheṣu ca /
6.3.27.[22]	śrībhojadevo jagadvikhyāto rājñāṃ sarveṣāṃ ca mūrdhani //
6.3.27.[23]	na ca tulyo jagatpatirna bhūto na bhaviṣyati /
6.3.27.[24]	atharvavedavihitānāmanuṣṭhātā savakarmaṇām /
6.3.27.[25]	pratiboddhāraśāstrāṇāṃ svayaṃ rājyasya cintakaḥ /
6.3.27.[26]	devabrāhmaṇabhaktaśca guruśuśrūṣaṇe rataḥ //
6.3.27.[27]	atharvavedavihitā mahāśāntiranekaśaḥ /
6.3.27.[28]	kārāpitā yathoktāstena yathāvihitadakṣiṇāḥ //
6.3.27.[29]	brahmakṣatriyarakṣaṇārthā abhicārā maharṣiṇā /
6.3.27.[30]	krameṇa sūtritāḥ ṣaṣṭhe saṃhitākramakāraṇāt //
6.3.27.[31]	iti ṣaṣṭhe tṛtīyā kaṇḍikā //
7.1.0.[1]	svastyayanakarmaṇāṃ vidhiṃ vakṣyāmaḥ
7.1.1.[1]	yadā grāme gacchati tadācamanaṃ kṛtvā 'svastidāḥ' iti sūktaṃ japitvā dakṣiṇena pādena prakrāmatyadhvānam /
7.1.1.[2]	'ye te panthāno'va divaḥ' ityṛcaṃ japitvādhvānaṃ dakṣiṇena pādena prakrāmati /
7.1.1.[3]	tato grāmaṃ gacchati /
7.1.1.[4]	svastyayanaṃ bhavati //
7.1.2.[1]	'svastidāḥ' iti sūktena śarkarā abhimantrya gṛhe kṣetre'nyatra vā prakṣipati /
7.1.2.[2]	svastyarthī /
7.1.2.[3]	idaṃ karma /
7.1.2.[4]	sarvārthakāmaḥ /
7.1.2.[5]	'ye te panthānaḥ' ityekarcena sūktenāsaṅkhyātāḥ śarkarā abhimantrya gṛhādiṣu prakṣipati /
7.1.2.[6]	idaṃ karma sarvārthasvastyayanakāmaḥ /
7.1.2.[7]	yatra kṣipati tatrāvināśo bhavati /
7.1.2.[8]	dvipadacatuṣpadādīnāṃ svastyayanaṃ bhavatītyarthaḥ //
7.1.3.[1]	'svastidāḥ' iti sūktena darbhādīni tṛṇānyabhimantrya gṛhe vā kṣetre vā prakṣipati svastyayanakāmaḥ /
7.1.3.[2]	'ye te panthāno'va divaḥ' ityṛcā tṛṇānyabhimantrya prakṣipati /
7.1.3.[3]	gṛhe pathi vā svastyayanakāmaḥ /
7.1.3.[4]	'svastidāḥ' iti sūktena indramupatiṣṭhate svastyayanakāmaḥ /
7.1.3.[5]	'ye te panthāno'va divaḥ' ityṛcendramupatiṣṭhate svastyayanakāmaḥ //
7.1.4.[1]	abhyātānāntaṃ kṛtvā 'āre'sau' iti sūktena śastraṃ sampātyābhimantrya prayacchatyabhyātānādyuttaratantram /
7.1.4.[2]	ājyatantraṃ kṛtvā 'amūḥ pāre' iti sūktena khaïgādiśastraṃ sampātya hastena vimṛjyābhimantrya dhārayati /
7.1.4.[3]	svastyayanakāmaḥ /
7.1.4.[4]	abhyātānāntaṃ kṛtvā 'pātaṃ naḥ' iti sūktena churikādiśastraṃ sampātya vimṛjyābhimantrya rājñe prayacchati /
7.1.4.[5]	sukhaṃ bhavatītyarthaḥ /
7.1.4.[6]	tantraṃ kṛtvā 'ya enaṃ pariṣīdanti' iti sūktena yasya yacchastraṃ tat sampātya vimṛjyābhimantrya yudhi vīrāya prayacchati /
7.1.4.[7]	svastyayanakāmaḥ /
7.1.4.[8]	uttaratantram /
7.1.4.[9]	śastram /
7.1.4.[10]	churikā /
7.1.4.[11]	dhanuṣam /
7.1.4.[12]	kaṇḍa /
7.1.4.[13]	khaïgam /
7.1.4.[14]	kunta /
7.1.4.[15]	kaḍanala /
7.1.4.[16]	vajra /
7.1.4.[17]	gadā /
7.1.4.[18]	paraśu /
7.1.4.[19]	kuṭhāra /
7.1.4.[20]	bhiṇḍamālā /
7.1.4.[21]	trāsagaṇḍā /
7.1.4.[22]	lohadaṇḍa /
7.1.4.[23]	laṣṭi /
7.1.4.[24]	pāgānim /
7.1.4.[25]	ityādyāyudham //
7.1.5.[1]	'āre'sau' iti sūktaṃ japitvā diṣṭyā mukhaṃ mītvā svapiti rātrau svastyayanakāmaḥ /
7.1.5.[2]	madhyamāṅgulyaṅguṣṭhābhyāṃ prādeśinyaṅguṣṭhābhyāṃ prādeśī diṣṭirityucyate /
7.1.5.[3]	'amūḥ pāre' iti sūktaṃ japitvā diṣṭyā mukhaṃ vimāya svapiti rātrau svastyayanakāmaḥ /
7.1.5.[4]	'pātaṃ naḥ' iti sūktena diṣṭyā mukhaṃ mītvā svapiti rātrau svastyayanakāmaḥ /
7.1.5.[5]	'ya enaṃ pariṣīdanti' iti sūktaṃ japitvā diṣṭyā mukhaṃ vimāya svapiti /
7.1.5.[6]	svastyayanakāmaḥ //
7.1.6.[1]	'āre'sau' iti sūktena yadottiṣṭhati tadā sūktaṃ japitvā trīṇi padāni prakramya tato gacchati svastyayanakāmaḥ /
7.1.6.[2]	prabhāte nidrāṃ tyaktvā 'amūḥ pāre' iti sūktaṃ japitvā trīṇi padāni prakramya tato gacchati prātargrāme vā /
7.1.6.[3]	yadā prayojanārthaṃ gacchati tadā 'pātaṃ naḥ' iti sūktaṃ japitvā trīṇi padāni prakramya tato gacchati /
7.1.6.[4]	gacchatāṃ svastirbhavati /
7.1.6.[5]	yo mantraṃ paṭhati sa svayaṃ karoti /
7.1.6.[6]	anyakartṛke dakṣiṇādānaṃ sarvatra /
7.1.6.[7]	nidrāṃ tyaktvā 'ya enaṃ pariṣīdanti' iti sūktaṃ japitvā trīṇi padāni prakramya tato gacchati /
7.1.6.[8]	svastyayanakāmaḥ //
7.1.7.[1]	suptotthāya 'āre'sau' iti sūktaṃ japitvā bhūmau tisro diṣṭīrmītvā tato gacchati /
7.1.7.[2]	prayojanārtham /
7.1.7.[3]	svastyayanakāmaḥ /
7.1.7.[4]	nidrāṃ tyaktvā 'amūḥ pāre' iti sūktaṃ japitvā tisraḥ prādeśīrbhūmau mītvotthāya gacchati /
7.1.7.[5]	svastyayanakāmaḥ /
7.1.7.[6]	yadā prayojanārthaṃ gacchati tadā 'pātaṃ naḥ' iti sūktaṃ japitvā tisro diṣṭīḥ prādeśīrmītvā bhūmau tato gacchati /
7.1.7.[7]	svastyayanakāmaḥ /
7.1.7.[8]	suptvotthāya 'ya enaṃ pariṣīdanti' iti sūktena tisraḥ prādeśīrbhūmau mītvā tata uttiṣṭhan gacchati /
7.1.7.[9]	prayojanārtham /
7.1.7.[10]	grāme vā'dhvani vā /
7.1.7.[11]	svastyayanakāmaḥ //
7.1.7.[12]	athādhvāne gacchatāṃ karmocyate
7.1.8-9.[1]	pathi gacchantaṃ sambalaṃ saktvādi 'pretaṃ pādau' ityṛcābhimantrya brāhmaṇāya dadāti /
7.1.8-9.[2]	svastyayanakāmaḥ //
7.1.10.[1]	'upasthāste' ityṛcaudanasaktūn vaṭakādīni trīṇi dravyāṇyabhimantrya bhūmau nikṣipati /
7.1.10.[2]	trīṇi trīṇi prasṛtīrvāñjalīrvā muṣṭīrvā pathi /
7.1.10.[3]	tato gacchati /
7.1.10.[4]	svastirbhavati /
7.1.10.[5]	sarvasyānena vidhānena /
7.1.10.[6]	etadadhvānakarma samāptam //
7.1.10.[7]	atha sarvārthasvastyayanakarmocyate
7.1.11.[1]	'svasti mātre' ityṛcā niśyupatiṣṭhate svastyayanakāmaḥ /
7.1.11.[2]	gṛhe vāthavāraṇye vā bhaye vā samupasthite svastyayanaṃ nityaṃ vā kurvīta //
7.1.11.[3]	vaṇikkarmalābha ucyate
7.1.12.[1]	ājyatantramabhyātānāntaṃ kṛtvā 'indramaham' iti sūktena vaṇijaṃ vastraṃ vā pūgīphalaṃ vāśvān vā hastino vā ratnādi sampātyābhimantrya tata utthāpayati //
7.1.13.[1]	nimṛjya vikrayayogyaṃ kṛtvā /
7.1.13.[2]	abhyātānādyuttaratantram /
7.1.13.[3]	lābho bhavati svastirbhavati /
7.1.13.[4]	sarvatrādhikaraṇaṃ dhenurdakṣiṇā /
7.1.13.[5]	brahmaṇe ca dhenuḥ /
7.1.13.[6]	abhyātānāntaṃ kṛtvā 'ye'syām' 'prācī dik' iti sūktābhyāmājyaṃ juhuyāt /
7.1.13.[7]	tata uttaratantram /
7.1.13.[8]	'ye'syām' 'prācī dik' iti sūktābhyāṃ pālāśasamidha ādadhāti /
7.1.13.[9]	hastahomatvāt tantravikalpaḥ /
7.1.13.[10]	'ye'syām' 'prācī dik' iti sūktābhyām udumbarasamidha ādadhāti svastyayanakāmaḥ /
7.1.13.[11]	'ye'syām' 'prācī dik' iti sūktābhyāṃ jambasamidha ādadhāti svastyayanakāmaḥ /
7.1.13.[12]	'ye'syām' 'prācī dik' iti sūktābhyāṃ kāmpīlasamidha ādadhāti svastyayanakāmaḥ /
7.1.13.[13]	'ye'syām' 'prācī dik' iti sūktābhyāṃ sraksamidha ādadhāti svastyayanakāmaḥ /
7.1.13.[14]	'ye'syām' 'prācī dik' iti sūktābhyāṃ vandakasamidha ādadhāti śubhakāmaḥ /
7.1.13.[15]	'ye'syām' 'prācī dik' iti sūktābhyāṃ śirīṣasamidha ādadhāti svastyayanakāmaḥ /
7.1.13.[16]	'ye'syām' 'prācī dik' iti sūktābhyāṃ sraktyasamidha tilakasamidha ādadhāti /
7.1.13.[17]	sarvatra dhenurdakṣiṇā /
7.1.13.[18]	'ye'syām' 'prācī dik' iti sūktābhyāṃ varaṇasamidha ādadhāti /
7.1.13.[19]	'ye'syām' 'prācī dik' iti sūktābhyāṃ bilvasamidha ādadhāti /
7.1.13.[20]	svastyayanakāmo'nuvartate sarvatra /
7.1.13.[21]	hastahome tantraṃ vā /
7.1.13.[22]	karmabāhulyāt phalabāhulyam /
7.1.13.[23]	'ye'syām' 'prācī dik' iti sūktābhyāṃ jaṅgiḍasamidha ādadhāti /
7.1.13.[24]	'ye'syām' 'prācī dik' iti sūktābhyāṃ kuṭakasamidha ādadhāti svastyayanakāmaḥ /
7.1.13.[25]	'ye'syām' 'prācī dik' iti sūktābhyāṃ garhyakasamidha ādadhāti /
7.1.13.[26]	'ye'syām' 'prācī dik' iti sūktābhyāṃ galābalasamidha ādadhāti /
7.1.13.[27]	'ye'syām' 'prācī dik' iti sūktābhyāṃ vetasasamidha ādadhāti svastyayanakāmaḥ /
7.1.13.[28]	'ye'syām' 'prācī dik' iti sūktābhyāṃ śālmalisamidha ādadhāti /
7.1.13.[29]	'ye'syām' 'prācī dik' iti sūktābhyāṃ sivanisamidha ādadhāti /
7.1.13.[30]	'ye'syām' 'prācī dik' iti sūktābhyāṃ syandanakasamidha ādadhāti /
7.1.13.[31]	'ye'syām' 'prācī dik' iti sūktābhyām araṇikasamidha ādadhāti /
7.1.13.[32]	'ye'syām' 'prācī dik' iti sūktābhyām aśmantakasamidha ādadhāti /
7.1.13.[33]	'ye'syām' 'prācī dik' iti sūktābhyāṃ tunyakasamidha ādadhāti /
7.1.13.[34]	svastyayanakāmaḥ /
7.1.13.[35]	'ye'syām' 'prācī dik' iti sūktābhyāṃ devadārusamidha ādadhāti /
7.1.13.[36]	svastyayanakāmaḥ /
7.1.13.[37]	pālāśādivṛkṣadvāviṃśatisamidha ādadhāti /
7.1.13.[38]	'ye'syām' 'prācī dik' iti sūktābhyām /
7.1.13.[39]	tatra sarvatraite samuccitā vā vikalpitā bhavanti /
7.1.13.[40]	'ye'syām' 'prācī dik' iti sūktābhyāṃ puroḍāśaṃ juhoti /
7.1.13.[41]	svastyayanakāmaḥ /
7.1.13.[42]	abhyātānāntaṃ kṛtvā 'ye'syām' 'prācī dik' iti sūktābhyāṃ dugdhaṃ juhoti /
7.1.13.[43]	abhyātānādyuttaratantram /
7.1.13.[44]	svastyayanakāmaḥ /
7.1.13.[45]	'ye'syām' 'prācī dik' iti sūktābhyāmudaudanaṃ juhoti /
7.1.13.[46]	ājyatantre /
7.1.13.[47]	tantraṃ kṛtvā 'ye'syām' 'prācī dik' iti sūktābhyāṃ pāyasaṃ juhoti /
7.1.13.[48]	tantraṃ samāpayet /
7.1.13.[49]	svastyayanakāmaḥ /
7.1.13.[50]	paśutantraṃ kṛtvā 'ye'syām' 'prācī dik' iti sūktābhyāṃ rudradaivatyānyavadānāni sthālīpākaṃ ca juhoti /
7.1.13.[51]	paśutantrottaratantram /
