#Text:Hiraṇyakeśiśrautasūtra
#Data entry:M. Fushimi
#Notes:Up to Praśna 10 (inclusive), the text counts by Praśna/Paṭala/Chapter, without giving a Sūtra counter. Starting with Praśna 11, it uses Praśna/Chapter and a Sūtra counter. We systematized the numbering by ignoring the Paṭala counters in 1-10, and adding Sūtra counters in this range. The following chapters are missing in the edition: 2.[7].18, 5.[3].9. Praśnas 19, 20 are missing in the digital text.



1.1.1	yajñaṃ vyākhyāsyāmaḥ
10.8.1	yāḥ paśūnām ṛṣabhe vācas tāḥ sūryo agre śukro agre tāḥ prahiṇyo yathābhāgaṃ vo atra śivā nastāḥ punar āyantu vāca ity udyantam ādityam upatiṣṭhate
10.8.2	udita āditye vrataṃ kṛṇuteti saṃpreṣyati
10.8.3	evam astamite
10.8.4	madhyaṃdine madhyarātre ca vratayati
10.8.5	nainam adīkṣitā vratayantaṃ paśyanti
10.8.6	payo brāhmaṇasya yavāgū rājanyasyāmikṣā vaiśyasya
10.8.7	ekadugdhaṃ yavāgūṃ vaikadugdhe
10.8.8	yadi dadhīyād etad asmai dadhi kuryuḥ
10.8.9	yadyan nīyād dhānā asmā anvāvapeyuḥ saktūn vāsmā anvāvapeyur ghṛtaṃ vāsmā anvāvapeyuḥ
10.8.10	api vāgnihotrahaviṣām ekaṃ vratayet
10.8.11	sārvavarṇikā ete vratakalpāḥ
10.8.12	sarveṣām upasatsu stanakalpāḥ
10.8.13	uruvyacā asi janadhāḥ svabhakṣo mā pāhīti kaṃsaṃ vratapradānam anumantrayate
10.8.14	daivīṃ dhiyaṃ manāmaha iti hastāv avanenikte
10.8.15	ye devā manojātā manoyuja iti vratayati
10.8.16	śivāḥ pītā bhavatha yajñiyāso yūyam āpo 'smākaṃ yonāv udare suśevāḥ / irāvatīḥ pururūpā anāgasaḥ śivā no bhavatha pītaya ity udakaṃ pibati yadāpītaṃ bhavati yadā pipāsati
10.8.17	dakṣiṇenāhavanīyaṃ prāṅ śete
10.8.18	dakṣiṇena pārśvena
10.8.19	nottānaḥ śayīta
10.8.20	nāgneḥ parāṅ paryāvarteta
10.8.21	agne tvaṃ su jāgṛhīti svapsyann āhavanīyam upatiṣṭhate
10.8.22	viśve devā abhi mām āvavṛtrann ity upaparyāvartate yady apaparyāvarteta
10.8.23	punar manaḥ punar āyur ma āgāt punaś cakṣuḥ punaḥ śrotraṃ ma āgāt punaḥ prāṇaḥ punar ākūtaṃ ma āgāt punaś cittaṃ punar ādhītaṃ ma āgād vaiśvānaro me 'dabdhas tanūpā antas tiṣṭhatu duritāni viśvā / vaiśvānaro viśvabhṛd viśvaśaṃbhūr avabādhatāṃ duritāni viśvā sa no divā sa riṣaḥ pātu naktaṃ tvam agne vratapā asīti pratibudhya japati
10.8.24	tvam agne vratapā asīty anubrūyād yadyad īkṣitavādaṃ vadet
10.8.25	muṣṭī vācaṃ ca visarjayitvā
10.8.26	dīkṣaṇīyāprabhṛtīyaṃ vṛttiḥ
10.8.27	daṇḍān na cchidyate na pratimucya kṛṣṇājinaṃ caṃkramyate kṛṣṇaviṣāṇayā kaṇḍūyate 'pigṛhya smayata ity upayogaprabhṛtīny etāni vratāni bhavanti
10.9.1	pūṣā sanyeti sanīhārān saṃśāsti
10.9.2	dvādaśāhaṃ bhikṣācaryaṃ caraty aparimite dīkṣākalpe parimite yāthākāmī
10.9.3	hiraṇyaṃ vāso gāmaśvaṃ chāgaṃ meṣaṃ ca yāvat parimitā gāva ekaikam itareṣāṃ jātīnām
10.9.4	tāni pratigṛhṇāti candram asīty etair yathārūpam
10.9.5	devaḥ saviteti sarvatrānuṣajati
10.9.6	vāyave tveti tāsāṃ yā naśyet tām anudiśet
10.9.7	varuṇāya tvety apsu magnām
10.9.8	nirṛtyai tvety avasannām
10.9.9	rudrāya tveti sarpadaṣṭāṃ marudbhyas tveti hrādunihatām aśanihatāṃ vendrāya tveti meṣkahatāṃ yamāya tveti mahādevahatāṃ mṛtyave tvety avijñātena mṛtyunā
10.9.10	anudiṣṭām adhigamya yajamāno goṣu na cārayet
10.9.11	yadi prayāyāt pṛthag araṇīṣv agnīn samāropya rathena prayāti
10.9.12	rathe 'vidyamāne rathāṅgena saha
10.9.13	yady apo nāvyās taraty araṇī rathaṃ cādhāya saha tarati
10.9.14	yady apo 'nāvyā rathena tarati harati caināḥ
10.9.15	yady avagāheta devīr āpa ity avagāheta
10.9.16	acchinnaṃ tantuṃ pṛthivyā anugeṣam apāṃ setur asīti loṣṭaṃ vimṛdgann ā pārād gantos tarati
10.9.17	pṛthivyāḥ saṃbhaveti
10.10.1	sikatā loṣṭān vā madhye tīrayoś ca nyasyati pṛthivyā saṃbhaveti vā
10.10.2	atra devayajanādhyavasānam eke samāmananti
10.10.3	prāgvaṃśasya madhyamaṃ sthūṇārājam ālabhyainaṃ mantraṃ japati
10.10.4	ekarātraṃ dīkṣito rājānaṃ krīṇāti dvyahe tryahe caturahe 'parimite vā
10.10.5	prattaṃ padaṃ tote rāya iti patnyai prayacchati tava te rāya iti vā
10.10.6	krīyamāṇasya rājño dakṣiṇata āste
10.10.7	krīte some maitrāvaruṇāya daṇḍaṃ prayacchati
10.10.8	śvaḥ sutyāyāṃ vā kriyamāṇāyām
10.10.9	vayaḥ suparṇās iti pratyaporṇute śiro 'gre 'nupūrvam itarāṇy aṅgāni
10.10.10	mitro na ehi sumitradhā ity ūrāv āsannaṃ rājānamupasvaja upaiva gṛhṇīte
10.10.11	ud āyuṣety uttiṣṭhati
10.10.12	urv antarikṣam iti gacchati
10.10.13	śakaṭaṃ prāpyādhvaryave rājānaṃ pradadāti
10.10.14	namo mitrasya varuṇasya cakṣasa iti prāgvaṃśam ohyamānaṃ pratīkṣate
10.10.15	anu me dīkṣāṃ dīkṣāpatir manyatām iti tānūnapraṃ samavamṛśati
10.10.16	tantriṣu vrateṣu pratipanno bhakṣayati yad adhvaryur nāvajighrati
10.10.17	agne vratapata ity avāntaradīkṣām upaiti
10.10.18	saṃtarāṃ mekhalāṃ samāyacchate saṃtarāṃ muṣṭī kurute taptavrato bhavati madantībhir udakārthān kurute
10.11.1	vyākhyātaṃ pāṇiprakṣālanam āpyāyanaṃ nihnavanaṃ ca
10.11.2	yā te agne rudriyā tanūr iti vratayati
10.11.3	daikṣam etad ahar vrataparimāṇaṃ bhavati
10.11.4	aupasado 'ta ūrdhvaṃ vratakalpaḥ
10.11.5	catuḥstanam etāṃ rātriṃ vrataṃ vratayati tristanaṃ madhyame 'hani dvistanaṃ rātrāv ekastanam uttame 'hani
10.11.6	ārāgrām avāntaradīkṣām upeyād iti brāhmaṇavyākhyātāni kāmyāni vrataparimāṇāni teṣāṃ yāthākāmī
10.11.7	pra tad viṣṇuḥ stavate vīryāyeti saṃmitāddhavirdhānāt prāg upaniṣkramya tair eva mantrair yathānyuptaṃ dhiṣṇiyān upatiṣṭhate
10.11.8	samrāḍ asi kṛśānur ity āhavanīyaṃ pariṣadyo 'si pavamāna iti yatra bahiṣpavamānena stuvate pratakvāsi nabhasvān iti cātvālam asaṃmṛṣṭo 'si havyasūda iti paśuśrapaṇam ṛtadhāmāsi suvarjyotir ity audumbarīṃ brahmajyotir asi suvardhāmeti brahmasadanam ajo 'sy ekapād iti prājihitaṃ gārhapatyam ahir asi budhniya iti śālāmukhīyaṃ kavyo 'si kavyavāhana iti dakṣiṇāgniṃ samūhyo 'si viśvavyacā ity utkaraṃ samudro 'si viśvabharā iti sadaḥ sadasyo 'si malimluca iti sadasyāyatanaṃ raudram anīkaṃ sarvatrānuṣajati
10.12.1	yatra havirdhāne brahmā rājānaṃ prapādayati tasmin kāle pūrveṇa dvāreṇa havirdhāne praviśyaiṣa vo deva savitaḥ soma iti śakaṭe rājānam āsannam abhimantrayate
10.12.2	idam ahaṃ manuṣyo manuṣyān iti pradakṣiṇam āvartate
10.12.3	namo devebhya iti prācīnam añjaliṃ karoti svadhā pitṛbhya iti dakṣiṇā
10.12.4	idam ahaṃ nir varuṇasya pāśād ity upaniṣkrāmati
10.12.5	suvar abhivikhyeṣam iti sarvaṃ yajñam anuvīkṣate vaiśvānaraṃ jyotir ity āhavanīyaṃ parekṣate
10.12.6	agne vratapata ity avāntaradīkṣāṃ visṛjate
10.12.7	vitarāṃ mekhalāṃ samāyacchate vitarāṃ muṣṭī kurute
10.12.8	svāhā yajñaṃ vāci vāte visṛja iti muṣṭī vācaṃ ca visarjayitvā yathāsukham ata ūrdhvaṃ hastābhyāṃ carati
10.12.9	vartate 'nyā dīkṣitavṛttiḥ
10.12.10	jāgarty etāṃ rātrim
10.12.11	na vrataṃ bhavati daikṣo 'ta ūrdhvaṃ vratakalpaḥ
10.12.12	saptahotrā grāvasv āsannaṃ rājānam abhimṛśati
10.12.13	yatra havirdhānam apaḥ prapādayīta tā anu prapadyate yaśa enam upanāmukaṃ bhavati
10.12.14	dvādaśa dhenūḥ paṣṭhauhīr vā garbhiṇīḥ kṛttyadhīvāsaṃ cāṃśāv adhvaryave dadāty evam adābhye
10.12.15	dhruve gṛhīte na mūtraṃ karoty āvanayanāt
10.12.16	vasvyai hiṃ kuru tasya prastuhi tasyai me 'varuddhyā iti purastād bahiṣpavamānād vyāhṛtīr daśahotāraṃ ca japati
10.12.17	śyeno 'si gāyatrachandā anu tvārabhe svasti mā saṃpārayeti
10.13.1	stūyamānam anvārabhate
10.13.2	madhyamāyāṃ stotrīyāyāṃ vā
10.13.3	stutasya stutam asīti sarvāṇi stotrāṇi stutaṃ stutam anumantrayate
10.13.4	śastrasya śastram asīti sarvāṇi śastrāṇi
10.13.5	indriyāvanto vanāmaha iti sarvatrānuṣajati
10.13.6	bhūr asi śreṣṭho raśmīnām ity aindravāyave hūyamāna ādityam upatiṣṭhate
10.13.7	yo na indravāyū ity aindravāyave hute 'ṅguṣṭham avabādheta yadi śreyasā spardhetāṅguṣṭhenāṅgulīṃ yadi pāpīyasā
10.13.8	yo no mitrāvaruṇāv iti maitrāvaruṇe yo no 'śvināv ity āśvine
10.13.9	acchinnasya te rayipate suvīryasyendreṇa sayujo vayam iti śukraṃ hūyamānam anvārabhate
10.13.10	yatrāsmai camasam āharati taṃ bhakṣayati
10.13.11	yathetare camasāḥ
10.13.12	gṛhapate yajety ucyamāne hotar etad yajeti saṃpreṣyati svayaṃ vā niṣadya yajati
10.13.13	jyotiṣe hiṃ kuru tasyai prastuhi tasyai me 'varuddhyā iti purastād ājyānām ekaikasya stotrasya vyāhṛtīś caturhotāraṃ pañcahotāraṃ ca japati
10.13.14	iḍāyai hiṃ kuru tasyai prastuhi tasyai me 'varuddhyā iti purastān mādhyaṃdināt pavamānād vyāhṛtīś caturhotāraṃ pañcahotāraṃ ca japati
10.13.15	suparṇo 'si triṣṭupcchandā anu tvā rabhe svasti mā saṃpārayeti stūyamānam anvārabhate
10.14.1	vyākhyātaṃ śukrasyānvārambhaṇam
10.14.2	sanneṣu nārāśaṃseṣu dakṣiṇena vedim avasthitā dakṣiṇā dadāti
10.14.3	gavāṃ saptaikaviṃśatiś caturviṃśatiḥ ṣaṣṭiḥ śataṃ sahasraṃ dvādaśaśataṃ sarvavedasam aparimitā vā
10.14.4	manthaudanatilamāṣā hiraṇyaṃ vāso 'virajā ca niyuktāny etāni bhavanti
10.14.5	ano ratho 'dhīvāso 'śvaḥ puruṣo hastī vāniyuktāni
10.14.6	tā rūpeṇa vo rūpam abhyaimīti hiraṇyam ājyaṃ cādāyābhyeti
10.14.7	tutho vo viśvavedā vibhajatv iti madhyam avakramya vibhajati
10.14.8	dvādaśadvādaśa madhyataḥkāribhyaḥ ṣaṭṣaḍ ardhibhyaś catasraścatasras tṛtīyibhyas tisrastisraḥ pādibhyaḥ
10.14.9	evaṃ śeṣam
10.14.10	hotādhvaryur brahmodgātā ca madhyataḥkāriṇaḥ
10.14.11	maitrāvaruṇaḥ pratiprasthātā brāhmaṇācchaṃsī prastotā cārdhino 'cchāvāko neṣṭāgnīdhraḥ pratihartā ca tṛtīyinaḥ śeṣāḥ pādinaḥ
10.14.12	etat te agne rādha aiti somacyutam iti vibhaktā ānayati
10.14.13	agreṇa prāgvaṃśam apareṇa sado dakṣiṇenāgnīdhrīyam antareṇa cātvālotkarāv udīcīr utsṛjati
10.14.14	ṛtasya pathā preta candradakṣiṇā iti gacchantīr anumantrayate
10.14.15	brāhmaṇam adya rādhyāsam ṛṣim ārṣeyam iti hiraṇyaṃ dakṣiṇābhāgaṃ cādāyāgnīdhram abhyeti
10.14.16	etenaiva mantreṇa hiraṇyaṃ dakṣiṇābhāgaṃ cāgnīdhre dadāti
10.14.17	vi suvaḥ paśya vy antarikṣam iti sadaḥ prekṣate
10.14.18	asmaddātrā devatrā gacchateti dakṣiṇāḥ
10.14.19	pūrveṇa dvāreṇa sadaḥ praviśya
10.15.1	ātreyāya hiraṇyam uttamaṃ dadāti tenaiva mantreṇa yenāgnīdhre
10.15.2	tasminn avidyamāne ya ārṣeyo 'nūcāno 'nūcānaputras tasmai tāṃ dakṣiṇāṃ dadyāt
10.15.3	athartvigbhyo dakṣiṇābhāgān brahman manas te dadāmi tad anena niṣkrīṇāmīti brahmaṇe brahmasadana āsīnāyedaṃ dadāmīti yad dāsyan bhavati tad anudiśati brahmaṇe
10.15.4	evam itarebhyaḥ
10.15.5	hotar vācaṃ te dadāmi tam anena niṣkrīṇāmīti hotre hotṛṣadana āsīnāya
10.15.6	adhvaryo prāṇaṃ te dadāmi tam anena niṣkrīṇāmīty adhvaryave havirdhāna āsīnāya
10.15.7	udgātaś cakṣus te dadāmi tad anena niṣkrīṇāmīty udgātra audumbaryām āsīnāya
10.15.8	hotrakāḥ śrotraṃ vo dadāmi tad anena niṣkrīṇāmīti hotrakebhyo 'ntaḥsadasaṃ yathādhiṣṇiyamā sīnebhyaḥ
10.15.9	pratiprasthātre ca havirdhāna āsīnāya
10.15.10	yathāśraddhaṃ sadasyāya camasādhvaryubhyaḥ prasarpakebhyaś ca dadāti
10.15.11	sadasyātmānaṃ te dadāmi tam anena niṣkrīṇāmīti sadasyāyāntaḥsadasaṃ dakṣiṇārdha āsīnāya
10.15.12	camasādhvaryavo 'ṅgāni vo dadāmi tāny anena niṣkrīṇāmīti camasādhvaryubhyo havirdhāna āsīnebhyaḥ
10.15.13	prasarpakā lomāni vo dadāmi tāny anena niṣkrīṇāmīti prasarpakebhyo 'ntaḥsadasaṃ dakṣiṇārdha āsīnebhyaḥ
10.15.14	idaṃ dadāmīti sarvatrānuṣajati
10.15.15	na bhīto dadāti
10.15.16	na yācamānāya
10.15.17	na kaṇvakāśyapebhyaḥ
10.15.18	na vīṇāgāthibhyaḥ
10.15.19	nānṛtvije
10.15.20	na jñātaye
10.15.21	nāprasṛptāya
10.15.22	nāśrotriyāya
10.15.23	nābrāhmaṇāya
10.15.24	vedavide dadyāt
10.15.25	yām anyo dīyamānāṃ pratyācakṣīta yaṃ dviṣyāt tasmai tāṃ dakṣiṇāṃ dadyāt
10.15.26	sa hānyayā pratigṛhṇīyāt
10.15.27	antataḥ pratihartre dadāty ātreyāya vā
10.15.28	na marutvatīyayor anūktā dadyāt
10.15.29	yadi dadyād anūbandhyāvapāyāṃ hutāyāṃ dadyād udavasānīyāyāṃ veṣṭhau
10.16.1	nītāsu dakṣiṇāsu hariṇasya raghuṣyato 'dhiśīrṣāṇi bheṣajaṃ sakṣetriyaṃ viṣāṇayā viṣūcīnam anīnaśad ity unmucya kṛṣṇaviṣāṇām anu tvā hariṇo mṛgaḥ padbhiś caturbhir akramīn māhir bhūmnā pṛdākur iti cātvāle prāsyati
10.16.2	rathaṃtare varaṃ dadāti
10.16.3	vāmedevye varaṃ dadāti
10.16.4	niṣkevalye varaṃ dadāti
10.16.5	ādityagrahaṃ hūyamānam anvārabhate
10.16.6	āyuṣe hiṃ kuru tasyai prastuhi tasyai me 'varuddhyā iti purastād ārbhavāt pavamānād vyāhṛtīḥ pañcahotāraṃ ca japati
10.16.7	saghāsi jagatīchandā anu tvārabhe svasti mā saṃpārayeti stūyamānam anvārabhate
10.16.8	yatra svaṃ camasaṃ nyante trīn puroḍāśaśakalān dakṣiṇata upāsyati
10.16.9	tat kṛtvā prācīnāvītaṃ kṛtvā ṣaḍḍhotāraṃ vyākhyāya dānaprabhṛtīn pratyāyanāntān piṇḍapitṛyajñamantrāñ japati
10.16.10	yajñāyajñiye varaṃ dadāti
10.16.11	purastād agniṣṭomastotrād vyāhṛtīḥ saptahotāraṃ ca japati
10.16.12	subhūr asi śreṣṭho raśmīnāṃ priyo devānāṃ saṃsādhanīyaḥ / taṃ svā subho devā abhisaṃviśantv iṣo 'si tveṣo 'si nṛmṇo 'si yaho 'si vrato 'si svo 'si cāraṇo 'si śūdro 'sy āryo 'si tasya ta iṣasya tveṣasya nṛmṇasya yahvasya vratasya svasya cāraṇasya śūdrasya cāryasya ca bhukṣiṣīya yathā tvaṃ sūryo 'si viśvadarśata evam ahaṃ viśvadarśato bhūyāsam ity agniṣṭomaṃ niṣpādyādityam upatiṣṭhate yady astamitaḥ syād āhavanīyam evādityopasthānenopatiṣṭhate
10.17.1	vyākhyāto hāriyojanaḥ
10.17.2	dadhidrapsaḥ
10.17.3	apsuṣomaḥ
10.17.4	mindayopasthānam
10.17.5	śakalābhyādhānam
10.17.6	sakhyavisarjanaṃ ca
10.17.7	huteṣu samiṣṭayajuḥṣu agninā devena pṛtanā jayāmīti jāgatān viṣṇukramān krāmati
10.17.8	upasṛjan dharuṇaṃ mātre mātaraṃ dharuṇo dhayan / rāyaspoṣam iṣam ūrjam asmāsu dīdharad ity upaniṣkrāmann audumbarīm utkhidati
10.17.9	ava te heḍo varuṇety unmucya kṛṣṇājinaṃ cātvāle prāsyati
10.17.10	ud u tyaṃ citram iti dvābhyām ādityam upatiṣṭhate yady astamitaḥ syād āhavanīyam evādityopasthānenopatiṣṭhate
10.17.11	vyākhyātaṃ nidhanopāyanam
10.17.12	sumitriyā ca mārjanam
10.17.13	indriyāj jyaiṣṭhyāc chraiṣṭhyān mā yoṣam ity unmucya kṛṣṇājinam abhyukṣya nidadhāti yadi purastād aprāstaṃ bhavati
10.17.14	sumitrā na ity abhipragāhyānupamajjantau sahaśiraskau snāto 'nyonyasya pṛṣṭhaṃ prakṣālayataḥ pratīpam āplavamānau gāhete
10.17.15	vi te muñcāmi raśanā iti mekhalāṃ yajamāno visraṃsayate
10.17.16	imaṃ viṣyāmīti yoktrapāśaṃ patnī
10.17.17	mekhalāṃ yoktraṃ jālaṃ dīkṣitavasane ca praplāvya somopanahanaṃ yajamānaḥ paridhatte somapariśrayaṇaṃ patnī
10.17.18	tāv ahatavāsasāv uditaḥ
10.17.19	te udayanīyāyām adhvaryave dattaḥ
10.18.1	vyākhyātam unnayanam
10.18.2	mahīyā
10.18.3	samidabhyādhānam
10.18.4	upasthānaṃ ca
10.18.5	apareṇa śālāmukhīyam upaviśya juhvāṃ pañcagṛhītaṃ gṛhītvā kṛṣṇājinam upastha ādhāya mayīndra indriyaṃ jyaiṣṭhyaṃ śraiṣṭhyaṃ dadhātv iti juhoti
10.18.6	kṛṣṇājinaṃ pra vāpayate
10.18.7	srugavadhānaṃ vā kurute
10.18.8	haviṣo vātha peṣaṇam
10.18.9	punardīkṣāyā evainan nidhatte
10.18.10	putrāya vainad brahmacāriṇe vā dadyāt
10.18.11	yadi purastādaprāstaṃ bhavati
10.18.12	udayanīyāyāṃ vratam upaiti
10.18.13	anūbandhyāvapāyāṃ hutāyāṃ dakṣiṇasyāṃ vediśroṇyāṃ pariśrite yajamānasya keśaśmaśrūṇi vāpayate 'tra dadāti yad dāsyan bhavati
10.18.14	vyākhyātaḥ svaruhṛdayaśūlo yūpopasthānaṃ ca
10.18.15	mithunau gāvau maitrāvaruṇyām āmikṣāyāṃ dadāti
10.18.16	saktuhome hūyamāne 'yaṃ no nabhasā pura ity agnim upatiṣṭhate
10.18.17	sa tvaṃ no nabhasaspata iti vāyuṃ deva saṃsphānety ādityam
10.18.18	anaḍvāham anaḍuho vā hiraṇyam audavasānīyāyāṃ dadāti
10.18.19	yathāśakti pūrṇāhutau
10.18.20	apavṛtte ṣoḍaśinaḥ stotre tam evāśvam aśvatarīṃ vā dakṣiṇāṃ dadāti
10.19.1	dakṣiṇāṃ pratigrahīṣyan pratigṛhya vā saptadaśakṛtvo 'pāniti
10.19.2	barhiṣā pratīyād gāṃ vāśvaṃ vā
10.19.3	annena puruṣam
10.19.4	gandhena ca priyodyena ca talpam
10.19.5	barhiḥ pratyuttiṣṭhati barhir vai dakṣiṇāyāḥ priyaṃ dhāma priyo dakṣiṇāyā bhavaty enaṃ dakṣiṇāgacchati
10.19.6	devā vai varuṇam ayājayan sa yasyaiyasyai devatāyai dakṣiṇām anayat tām avlīnāt te 'bruvan vyāvṛtya pratigṛhṇāma tathā no dakṣiṇā na vleṣyatīti te vyāvṛtya pratyagṛhṇan tato vai tān dakṣiṇā nāvlīnād ya evaṃ vidvān vyāvṛtya dakṣiṇāṃ pratigṛhṇāti nainaṃ dakṣiṇā vlīnātīti
10.19.7	vyāvṛtya pratigrahaṇam
10.19.8	tān trīṇāṃ dakṣiṇānāṃ darśayati
10.20.1	devasya tvā savituḥ prasave 'śvinor bāhubhyāṃ pūṣṇo hastābhyāṃ pratigṛhṇāmi rājā tvā varuṇo nayatu devi dakṣiṇe 'gnaye hiraṇyaṃ tenāmṛtatvam aśyāṃ vayo dātre bhūyān mayo mahyam astu pratigrahītre ka idaṃ kasmā adāt kāmaḥ kāmāya kāmo dātā kāmaḥ pratigrahītā kāmaṃ samudram āviśa kāmena tvā pratigṛhṇāmi kāmaitat ta eṣā te kāma dakṣiṇottānas tvāṅgīrasaḥ pratigṛhṇātu somāya vāso gnās tvākṛntann apaso 'tanvata varūtrayo 'vayann avadhiyo apṛñcata rudrāya gāṃ varuṇāyāśvaṃ prajāpataye puruṣaṃ manave talpaṃ tvaṣṭre 'jāṃ pūṣṇe 'viṃ nirṛtyā aśvataragardabhau himavato hastinaṃ gandharvāpsarābhyaḥ sragalaṃkaraṇe viśvebhyo devebhyo dhānyaṃ vāce 'nnaṃ brahmaṇa odanaṃ samudrāyāpa uttānāyāṅgīrasāyāno vaiśvānarāya rathaṃ vaiśvānaraḥ pratnathā nākam āruhad divaḥ pṛṣṭhaṃ bhandamānaḥ sumanmabhiḥ sa pūrvavaj janayaj jantave dhanaṃ samānam ajmā pariyāti jāgṛvir iti vaiśvānaryarcā rathaṃ pratigṛhṇāti
10.20.2	sarveṣāṃ sāvitram ekaikasyādito dadhāti tenāmṛtatvam aśyām ity anuṣaṅgam antataḥ
10.21.1	saṃvatsaraṃ caturṇām eko nāśnīyād iti caturhotṝṇām upayogavrataṃ bhavati
10.21.2	yaḥ kāmayeta bahu syāṃ prajāyeteti so 'raṇyaṃ paretya darbhastambe daśahotāram ūnayā pūrṇayā vā srucā juhuyāt
10.21.3	yaḥ prajayā paśubhir naiva prabhaved varāsiṃ paridhāya taptaṃ piban dvādaśa rātrīr adhaḥ śayīta dvādaśyāṃ prātaḥ prāṅ udetya prāṇyāpānyāpraṇan daśahotāraṃ vyākhyendraṃ gaccha svāhety apānyāt
10.21.4	devānāṃ patnībhiḥ putrakāmo yajeta saṃvatsaram
10.21.5	caturbhir yajurbhir antarā tvaṣṭāraṃ devānāṃ ca patnībhiḥ putrakāmeṇa hotavyaṃ saṃvatsaraṃ cen na jāyeta tad anādṛtya caturhotrā yājayet
10.21.6	rājānam aparuddhaṃ saṅgrāme saṃyatte khile 'cchadir darśe caturgṛhītenājyena caturhotrā pūrvām āhutiṃ juhoti graheṇottarām api vā caturhotāraṃ manasānudrutya pūrveṇa graheṇārdhaṃ juhoty ardham uttareṇa yat tatra vinderaṃs tato dakṣiṇā syāc chatam eke samāmananti
10.21.7	caturhotrā yājayet prajākāmam
10.21.8	tasya sa eva homakalpaḥ
10.21.9	varo dakṣiṇā
10.21.10	pañcahotrā yājayet paśukāmam
10.21.11	caturgṛhītenājyena pañcahotrā pūrvām āhutiṃ juhoti graheṇottarām api vā pañcahotāram anudrutya pūrveṇa graheṇārdhaṃ juhoty ardham uttareṇa
10.21.12	tasyaitāś catasro dakṣiṇā aśvo hiraṇyaṃ vāso gauḥ
10.21.13	bhrātṛvyavantaṃ cādakṣiṇena homagrahābhyāṃ saptahotrā yājayet
10.21.14	yo yajñasyānusaṃsthāṃ pāpīyān syāc caturgṛhītenājyena saptahotrā pūrvām āhutiṃ juhoti graheṇottarām
10.22.1	vyākhyātāḥ kratusaṃyuktāḥ
10.22.2	abhicaran daśahotāraṃ juhuyāt svakṛta iriṇe pradare vā phaḍ iti vaṣaṭkaroti yaṃ brāhmaṇaṃ vidyāṃ vidvāṃsaṃ yaśo narchet so 'raṇyaṃ paretya darbhastambam udgrathya brāhmaṇaṃ dakṣiṇato niṣādyoccaiś caturhotṝn vyācakṣīta sagrahān sasvāhākārān sasaṃbhārayajuṣkān sapatnīkān sapratigrahaṇamantrān api vā caturhotṝn eva yo brāhmaṇo dakṣiṇata āste varaṃ tasmai dadyād yad evainaṃ tatra yaśa ṛcchati tad varuṇo 'varundha iti vijñāyate
10.22.3	yady enam ārtvijyād vṛtaṃ santaṃ nirharerann āgnīdhre juhuyād daśahotāraṃ caturgṛhītenājyena navagṛhītenety ekeṣāṃ purastāt pratyaṅ tiṣṭhan pratilomaṃ vigrāhaṃ prāṇān evāsyopadāsayati yady enaṃ punar upaśikṣeyur āgnīdhra eva juhuyād daśahotāraṃ caturgṛhītenājyena navagṛhītenety ekeṣāṃ paścāt prāṅ āsīno 'nulomam avigrāhaṃ prāṇān evāsmai kalpayati
10.22.4	prāyaścittī vāg ghotety ṛtumukhaṛtumukhe ṣaḍḍhotāraṃ juhuyāt
10.22.5	yaḥ kāmayeta bahor bhūyān syām iti sa daśahotāraṃ prayuñjīta
10.22.6	yaḥ kāmayeta vīro ma ājāyeteti sa caturhotāram
10.22.7	yaḥ kāmayeta paśumān syām iti sa pañcahotāram
10.22.8	yaḥ kāmayetartavo me kalperann iti sa ṣaḍḍhotāram
