#Text:Śāṅkhāyanaśrautasūtra
#Edition:Hillebrandt 1885–1899 (Reprint 1981)
#Data entry:M. Tokunaga
#Notes:Text of the edition restored by S. Sellmer; only l has been changed to ḍ where appropriate. Translation (Caland) completely aligned. Footnote positions are corrected, but the footnotes themselves are not. Some chapters in Book 14 are only summarized by Caland and thus not included in the translation.



1.1.1	yajñaṃ vyākhyāsyāmaḥ
13.4.3	pra sū mahe suśaraṇāya prathamabhājaṃ deva tvaṣṭar yad dha cārutvam ānaḍ iti yājyāḥ
13.5.1	jñānaviṣaye vidviṣāṇayoḥ sutyayor ahnoḥ saṃnipātanaṃ saṃsava ity ācakṣate
13.5.2	pūrve prātaranuvākam upākṛtya pūrve saṃsthāpayeyuḥ
13.5.3	susamiddhe juhuyuḥ
13.5.4	saṃveśāyopaveśāya gāyatryai chandase 'bhibhṛtyai svāheti prātaḥsavane
13.5.5	triṣṭubhe chandasa iti mādhyandine
13.5.6	jagatyai chandasa iti tṛtīyasavane
13.5.7	adhvaryuṃ mṛtam icchan prājāpatyābhis tisṛbhir adhvaryuḥ prātaḥsavane juhuyāt
13.5.8	hotāraṃ hotā mādhyandine
13.5.9	udgātāram udgātā tṛtīyasavane
13.5.10	brahmāṇaṃ brahmānusavanam
13.5.11	yajamānaṃ yajamāno 'nusavanam
13.5.12	sarvān mṛtān icchantaḥ sarve 'nusavanam
13.5.13	bṛhadrathantare kuryuḥ
13.5.14	ābhīkam ābhīśavam abhinidhanam abhīvartaṃ ca
13.5.15	kayāśubhīyaṃ marutvatīyam
13.5.16	sajanīyaṃ niṣkevalyam
13.5.17	vihavyo vaiśvadevam
13.5.18	pūrveṣu saṃsthāpayatsūttarāṃ saṃsthāṃ kurvīta
13.5.19	atirātraṃ kurvāṇeṣu dvirātram
13.5.20	dvirātraṃ kurvāṇeṣu trirātram
13.5.21	tasyāṃ vā saṃsthāyāṃ bhūyasīr dakṣiṇā dadyāt
13.5.22	sravantyo vā viharanti vāyur ākāśaś ca
13.6.1	krīte some 'pahṛte 'natinayan kālam anyam āhṛtyābhiṣuṇuyāt
13.6.2	somāhārāya somavikrayiṇe vā kiṃcid dadyāt
13.6.3	anadhigamyamāne pūtīkāñ chvetapuṣpāṇy arjunāni kuśān vābhiṣutya pratiduhā prātaḥsavane śrīṇīyāc chvetena mādhyandine dadhnā tṛtīyasavane
13.6.4	ekāṃ gāṃ dakṣiṇāṃ dattvāvabhṛthād udetya punar dīkṣeta
13.6.5	tatra kratudakṣiṇā dadyāt
13.6.6	etad eva
13.6.7	abhidagdhe pañca gā dakṣiṇā dadyāt
13.7.1	prātaḥsavanāt some 'tirikte
13.7.2	asti somo ayaṃ suta iti stotriyānurūpau hotuḥ
13.7.3	aindrāvaiṣṇavībhiḥ stomam atiśaṃset
13.7.4	aindrāvaiṣṇavī yājyā
13.7.5	indram id gāthino bṛhad ato devā avantu na iti ṣaṭ
13.7.6	uttamayā paridhāya viṣṇoḥ karmāṇi paśyateti yajati
13.8.1	mādhyandinād atirikte
13.8.2	baṇ mahān ud u tyad darśatam iti stotriyānurūpau pragāthau
13.8.3	aindrāvaiṣṇavībhiḥ stomam atiśaṃset
13.8.4	aindrāvaiṣṇavī yājyā
13.9.1	tṛtīyasavanād atirikte
13.9.2	pra tat te adya śipiviṣṭa pra tad viṣṇur iti stotriyānurūpau
13.9.3	aindrāvaiṣṇavībhiḥ stomam atiśaṃset
13.9.4	aindrāvaiṣṇavī yājyā
13.10.1	āśvinād atirikte
13.10.2	āśvinībhiḥ stomam atiśaṃset
13.10.3	āśvinī yājyā
13.10.4	astutaṃ cet paryāyair abhivyuccheta pañcabhiḥ stomair hotrakebhyaḥ stuvate
13.10.5	te stotriyānurūpāñ chastvokthamukhānāṃ jagatīnāṃ ca dvedve śaṃseyuḥ
13.10.6	nityāḥ paridhānīyāḥ
13.10.7	kṛtsnair vā prathamaiḥ paryāyaiḥ
13.10.8	hotre vā prathamānāṃ paryāyāṇām
13.10.9	maitrāvaruṇāya brāhmaṇācchaṃsine ca madhyamānām
13.10.10	acchāvākāyottamānām
13.10.11	trīṇy āśvinaṃ ṣaṣṭiśatāni
13.11.1	yadi dīkṣitaḥ pramīyetādagdhvāsthīny upanahya putraṃ bhrātaraṃ vā dīkṣayitvā saha yajeran
13.11.2	abhiṣutya vā rājānam agṛhītvā grahān dakṣiṇāparasyāṃ vediśroṇyām asthikumbhaṃ nidhāya tasmin deśe sārparājñībhiḥ parācībhiḥ stuvate
13.11.3	mārjālīyadeśe vā
13.11.4	triḥ prasavyaṃ mārjālīyaṃ pariyanti savyān ūrūn apāghnānāḥ
13.11.5	sārparājñīr hotā nigadet
13.11.6	asaṃmitaṃ stotram
13.11.7	aindravāyavyādyā grahāḥ
13.11.8	saṃvatsare 'sthīni yājayeyuḥ
13.11.9	stotre stotre 'sthikumbham upanidadhati
13.11.10	mārjālīye bhakṣān ninayanti
13.12.1	kalaśe dīrṇe vidhuṃ dadrāṇam iti vaṣaṭkāranidhanena brāhmaṇācchaṃsine stuvate
13.12.2	pūrvas tṛco 'nurūpaḥ
13.12.3	grāvṇi dīrṇe vṛtrasya tvā śvasathād īṣamāṇā iti dyutānena mārutena brāhmaṇācchaṃsine stuvate
13.12.4	uttaro 'nurūpaḥ
13.12.5	aindrāvaiṣṇavībhiḥ stomam atiśaṃset
13.12.6	aindrāvaiṣṇavī yājyā
13.12.7	abhyunnītaṃ nārāśaṃsam / hutāhutasya tṛmpataṃ hutasya cāhutasya ca / ahutasya hutasya cendrāgnī asya somasya // svāhety antaḥparidhi bhasmani juhoti
13.12.8	upavāte nārāśaṃse yaṃ jaghanyaṃ grahaṃ gṛhṇīyāt tasya hutasyālpakam avanayet prajāpataye svāheti
13.12.9	duṣṭaṃ somaṃ prājāpatyābhiś catasṛbhir adhvaryur uttarārdhapūrvārdha uparave 'vanayet
13.12.10	kṛtsnaṃ vedam amṛtam annādyabhāgam iti dhyāyann avavṛṣṭasya bhakṣayed indur indram avāgāt tasya tu indav indrapītasyopahūtasyopahūto bhakṣayāmīti
13.12.11	hiraṇyagarbha ity abhyupākṛte camase juhuyāt
13.12.12	avacchādya ca nirharet
13.12.13	ya ṛte cid iti tṛcena mahāvīraṃ bhinnam anumantrya / trayastriṃśat tantavo ye vitatnire ya imaṃ yajñaṃ svadhayā bhajante / teṣāṃ chinnaṃ sam imaṃ dadhāmi svāhā gharmo apyetu devān / yajñasya doho vitataḥ purutrā so aṣṭadhā divam anvātatāna / sa yajña dhukṣva mahi me prajāyai rāyaspoṣaṃ viśvam āyur aśīya // svāheti cāhutī juhoti
13.13.1	yadi sattrāya dīkṣito 'tha sāmyuttiṣṭhet somam apabhajya rājānaṃ viśvajitātirātreṇa yajeta sarvastomena sarvapṛṣṭhena sarvavedasadakṣiṇena
13.13.2	āgūrya vā
13.14.1	āhitāgnaya iṣṭaprathamayajñā dīkṣitā gṛhapatisaptadaśāḥ satram āsīran hotā maitrāvaruṇo 'cchāvāko grāvastud brahmā brāhmaṇācchaṃsī potāgnīdhra udgātā prastotā pratihartā subrahmaṇyo 'dhvaryuḥ pratiprasthātā neṣṭonnetā
13.14.2	ārtvijyasyāvipratiṣedhenāśakye yaugapadye
13.14.3	dīkṣaṇānupūrvyeṇa sarveṣāṃ yājamānam
13.14.4	mukhyaḥ kuryāt parārthāni
13.14.5	kalpavipratiṣedhe bhūyasāṃ sādharmyam
13.14.6	huteṣu dākṣiṇeṣu dakṣiṇāpathena kṛṣṇājināni dhunvanto 'harahar ity āvrajeyur idam ahaṃ māṃ kalyāṇyai kīrtyai svargāya lokāyāmṛtatvāya dakṣiṇāṃ nayānīti
13.14.7	utthāya cāgniṣṭomaḥ sahasradakṣiṇaḥ pṛṣṭhaśamanīyaḥ
13.14.8	sādhāraṇaṃ haike pṛṣṭhaśamanīyam
13.14.9	dvādaśāhaprabhṛtīny ā catvāriṃśadrātrād ekottarāṇi rātrisattrāṇi teṣu nityaḥ
13.14.10	dvādaśāho yair ahobhir vivardhate tāny udāhariṣyāmaḥ
13.15.1	ekāhārthe mahāvratam āharanti
13.15.2	sarvastomaṃ vātirātram
13.15.3	antareṇa pṛṣṭhyaṃ chandomāṃś ca
13.15.4	dvyahārthe goāyuṣī
13.15.5	dvitīyaṃ tṛtīyaṃ cābhiplavike pratīyetaitasyāṃ codanāyām
13.15.6	tryahārthe trīṇi pūrvāṇy ābhiplavikāni
13.15.7	caturahārthe mahāvratacaturthāni
13.15.8	pañcāhārthe pañca
13.15.9	ṣaḍahārthe ṣaṭ
13.15.10	saptāhārthe mahāvratasaptamāni
13.15.11	etena nyāyena tāṃ tāṃ saṃkhyāṃ pūrayanti
13.15.12	antareṇa prāyaṇīyaṃ pṛṣṭhyaṃ caiteṣāṃ sthānam
13.15.13	ūrdhvaṃ tu daśamād ahno mahāvratasya sthānam
13.16.1	athaitāny apavadanti
13.16.2	abhiplavo 'bhijid viśvajitau cāgantūni viṃśatirātre
13.16.3	abhiplavo 'tirātro dvāv abhiplavāv ity ekaviṃśatirātraḥ pūrvaḥ
13.16.4	pṛṣṭhyaḥ svarasāmāno viṣuvān āvṛttāḥ svarasāmānas trayastriṃśārambhaṇaḥ pṛṣṭhya ity uttaraḥ
13.16.5	pṛṣṭhyastomaḥ ṣaḍahaḥ / trayastriṃśam ahar aniruktam / tasya kaṇvarathantaraṃ mādhyandine / trayastriṃśam niruktam / triṇavam / dve ekaviṃśe / triṇavam / trayastriṃśaṃ niruktam / trayastriṃśam ahar aniruktam / trayastriṃśārambhaṇaḥ pṛṣṭhyastomaḥ ṣaḍahaḥ / trivṛd ahar aniruktam / jyotiṣṭomo 'gniṣṭomaḥ / iti caturviṃśatirātraḥ saṃsadām ayanam ity ācakṣate
13.17.1	pañcābhiplavikāni trir upetya viśvajid atirātra eṣa eva pañcāho daśarātra iti trayastriṃśadrātraḥ
13.17.2	caturviṃśam abhiplavaḥ pṛṣṭhyo navāho goāyuṣī daśarātro mahāvratam iti saptatriṃśadrātraḥ
13.17.3	caturviṃśaṃ trayo 'bhiplavāḥ / abhijit svarasāmāno viṣuvān āvṛttāḥ svarasāmāno viśvajic ca / abhijitprabhṛti navarātra ity ācakṣate / abhiplavo goāyuṣī daśarātro mahāvratam / ity ekānnapañcāśadrātraḥ / saṃvatsarasaṃmitaḥ
13.18.1	athaikaṣaṣṭirātre
13.18.2	abhito navarātraṃ pṛṣṭhyau
13.18.3	tayor āvṛtta uttaraḥ
13.18.4	nyāyakḷptaḥ śatarātraḥ
13.18.5	ardhapañcadaśābhiplavās teṣāṃ prathamas tryaho daśarātro mahāvratam iti
13.19.1	saptadaśa gavām ayanasya dīkṣāḥ
13.19.2	dvādaśa vā
13.19.3	taiṣasyāmāvāsyāyā ekāha upariṣṭād dīkṣeran māghasya vā
13.19.4	teṣāṃ māghasyāmāvāsyāyām upavasathaḥ phālgunasya vā
13.19.5	dvādaśa dīkṣāḥ kurvāṇāś caturahe purastāt paurṇamāsyā dīkṣeran
13.19.6	teṣāṃ jyautsnasya pañcamyāṃ prasavaḥ
13.19.7	prāyaṇīyam atirātram upetya caturviṃśaṃ ca pṛṣṭhyapañcamāṃś caturo 'bhiplavān upayanti
13.19.8	sa māsaḥ
13.19.9	tathāyuktān pañca māsān upetya pṛṣṭhyacaturthān abhiplavān upayanti
13.19.10	navarātraṃ ca
13.19.11	ūrdhvaṃ viśvajitaḥ pṛṣṭhyārambhaṇān māsān upayanti
13.19.12	pṛṣṭhyābhiplavau cānvaham āvarteta
13.19.13	vaiśvadevasūktāni cottamānām ābhiplavikānām
13.19.14	pṛṣṭhyam upetya trīn abhiplavān
13.19.15	sa māsaḥ
13.19.16	pṛṣṭhyam upetya caturo 'bhiplavān / tathāyuktāṃś caturo māsān upetya trīn abhiplavān upayanty āyur gāṃ daśarātraṃ mahāvratam atirātraṃ ca
13.19.17	iti gavāmayanasyāharyogaḥ
13.19.18	tatprakṛtīni saṃvatsarasattrāṇi
13.19.19	teṣu vikāro 'nyatra daśarātrāt
13.19.20	pṛṣṭhyasyābhiplavaḥ sthāne tad abhiplavāyanam
13.20.1	utsargiṇām ayane
13.20.2	yāni paurṇamāsībhiḥ sutyāny ahāni saṃnipateyus tāny utsṛjeran
13.20.3	ubhābhyāṃ vā darśapūrṇamāsābhyām
13.20.4	ekatrikaṃ vā stomaṃ kurvīran
13.20.5	ekaikāṃ vā stotriyāṇām utsṛjeran
13.20.6	śastrāṇām
13.20.7	yajuṣāṃ ca
13.20.8	ahar utsṛjamānāḥ prājāpatyena tad ahaḥ paśunā yajeran
13.20.9	yaddevato vā savanīyaḥ syāt
13.20.10	tatra paśutantre havīṃṣy anvāyātayanti
13.20.11	teṣāṃ sa dharmo yaḥ paśutantre codyamānānām
13.20.12	parasyāhnaḥ stotriyān anurūpān kurvīran
13.20.13	yathārtham atipraiṣaḥ
13.20.14	utthāya ca dvādaśāham āsīran
13.20.15	ubhayīr utsṛjyamānāḥ saṃsadām ayanam
13.21.1	ādityānām ayane
13.21.2	trivṛtpañcadaśāv abhiplavastomau pūrvasmin paṭale
13.21.3	pañcadaśatrivṛtā uttarasmin
13.21.4	madhyepṛṣṭhyāś ca māsāḥ
13.21.5	ṣaṣṭhe māsi trīn abhiplavān upetya pṛṣṭhyam upayanti navarātraṃ ca
13.21.6	abhijitaḥ sthāne bṛhaspatisavam
13.21.7	indrastomaṃ viśvajitaḥ
13.21.8	pṛṣṭhyam upetyābhiplavaṃ ca vyūḍhacchandasaṃ daśarātram
13.21.9	trivṛtstomam agniṣṭomasaṃstham
13.21.10	udbhidbalabhidau ca
13.21.11	madhyepṛṣṭhyāṃś caturo māsān upetya madhyepṛṣṭhyāv abhiplavā upayanti
13.21.12	goāyuṣī
13.21.13	chandomadaśāhaṃ ca
13.22.1	aṅgirasām ayane
13.22.2	trivṛd abhiplavastomaḥ
13.22.3	pṛṣṭhyārambhaṇān māsān upayanti pūrvasmin paṭale
13.22.4	pṛṣṭhyodayān uttarasmin
13.22.5	āyur gām
13.22.6	samānam anyad ādityānām ayanena
13.23.1	dṛtivātavator ayane
13.23.2	pṛṣṭhyastomānām ekaikena māsam
13.23.3	mahāvrataṃ viṣuvān
13.23.4	āvṛttānāṃ pṛṣṭhyastomānām ekaikena māsam
13.23.5	atirātrāv abhitaḥ
13.23.6	agniṣṭomā madhye
13.23.7	daśadaśī saṃvatsaraḥ
13.23.8	dvādaśī viṣuvān sarpasattrasya
13.24.1	māsaṃ dīkṣāḥ kauṇḍapāyinām ayanam
13.24.2	krītvā rājānam upanahyopasada upetyāgnihotreṇa māsam
13.24.3	darśapūrṇamāsābhyāṃ māsam
13.24.4	cāturmāsyaparvaṇām ekaikena māsam
13.24.5	trivṛtprabhṛtīnāṃ pañcānāṃ pṛṣṭhyastomānām ekaikena māsam
13.24.6	aṣṭādaśāhaṃ trayastriṃśena daśarātraṃ mahāvratam atirātraṃ ceti
13.24.7	yo hotā so 'dhvaryuḥ sa potā
13.24.8	yo maitrāvaruṇaḥ sa brahmā sa pratihartā
13.24.9	ya udgātā so 'cchāvākaḥ sa neṣṭā
13.24.10	yaḥ prastotā sa brāhmaṇācchaṃsī sa grāvastut
13.24.11	yaḥ pratiprasthātā so 'gnīt sa unnetā
13.24.12	subrahmaṇyaḥ subrahmaṇyaḥ
13.24.13	gṛhapatir gṛhapatiḥ
13.24.14	deśakālasaṃnikarṣe 'vaideśyāpradhānasya vaśaṃ nayet
13.24.15	yathādeśam itarāṇi
13.24.16	ekāhaḥ saṃghātam āpadyamāno labheta tāyamānarūpāṇi
13.24.17	sāṃghātikād ekāhībhavato nivarteran
13.24.18	ayaṃyajñīyātipraiṣaḥ sapuronuvākyaḥ śvaḥstotriyā hotrakāṇāṃ kadvanta ukthamukhīyāś cābhitaṣṭīyam iti tāyamānarūpāṇi
13.24.19	gavām evāyanasyāharyogaḥ
13.25.1	caturo māsān dīkṣāḥ
13.25.2	catura upasadaḥ
13.25.3	caturaḥ sunvantīti
13.25.4	gavāmayanasya prathamottamau māsau
13.25.5	aṣṭāviṃśinau ca viṣuvāṃś ca
13.25.6	tat kṣullakatāpaścitam ity ācakṣate
13.26.1	saṃvatsaraṃ dīkṣāḥ
13.26.2	saṃvatsaram upasadaḥ
13.26.3	saṃvatsaraṃ sunvantīti
13.26.4	tat tāpaścitam ity ācakṣate
13.27.1	trīn saṃvatsarān dīkṣāḥ
13.27.2	trīn upasadaḥ
13.27.3	trīn sunvanti
13.27.4	iti mahātāpaścitam
13.27.5	abhyāso bahusaṃvatsare gavāmayanasya
13.27.6	saṃhāryān vā parihāpya
13.27.7	atirātraḥ sahasram ahāny atirātro 'gneḥ sahasrasāvyam
13.28.1	gavāmayanaṃ prathamaḥ saṃvatsaraḥ
13.28.2	athādityānām
13.28.3	athāṅgirasām
13.28.4	trisāmvatsaraṃ prajātikāmānām
13.28.5	trivṛtprabhṛtīnāṃ caturṇāṃ pṛṣṭhyastomānām ekaikena trīṃs trīn saṃvatsarān prajāpater dvādaśasaṃvatsaram
13.28.6	eteṣām evaikaikena navanava śāktyānāṃ ṣaṭtriṃśatsaṃvatsaram
13.28.7	eteṣām evaikaikena pañcaviṃśatiḥpañcaviṃśatiḥ sādhyānāṃ śatasaṃvatsaram
13.28.8	eteṣām evaikaikena pañcapañca pañcāśato viśvasṛjāṃ sahasrasaṃvatsaram
13.29.1	sarasvatyā vinaśane dīkṣā sārasvatānām
13.29.2	krītvā rājānam upanahyopasada upetya / prāyaṇīyam atirātram upetya / iṣṭvā sāṃnāyyenādhvaryuḥ śamyāṃ parāsya / tatra gārhapatyaṃ nidhāya ṣaṭtriṃśatprakrameṣv āhavanīyam abhyādadhāti
13.29.3	cakrīvat sadaḥ
13.29.4	tathāgnīdhram
13.29.5	ulūkhalabudhno yūpaḥ
13.29.6	noparavān khananti
13.29.7	tam etam āpūryamāṇapakṣam āmāvāsyena yanti
13.29.8	teṣāṃ paurṇamāsyāṃ gaur ukthyo bṛhatsāmā
13.29.9	tam etam apakṣīyamāṇapakṣaṃ paurṇamāsyena yanti
13.29.10	teṣām amāvāsyāyām āyur ukthyo rathantarasāmā
13.29.11	pratīpaṃ pūrveṇa pakṣasā yanti
13.29.12	aponaputriyaṃ caruṃ nirupya
13.29.13	tadasyānīkam asmin pada ity aponaputriyasya
13.29.14	apyaye dṛṣadvatyāḥ
13.29.15	sarasvatīm api yanti
13.29.16	śate goṣvṛṣabham apy utsṛjanti
13.29.17	yadā sahasraṃ saṃpadyate 'thotthānam
13.29.18	sarveṣu vopahateṣu
13.29.19	gṛhapatau vā mṛte
13.29.20	klākṣaṃ vā prasravaṇaṃ prāpyāgnaye kāmāyeṣṭiṃ nirvapanti
13.29.21	tasyām aśvāṃ ca pauruṣīṃ ca dhenuke dattvā kārapacavaṃ prati yamunām avabhṛtham abhyavayanti
13.29.22	iti mitrāvaruṇayor ayanam
13.29.23	atirātro 'bhijid viśvajitau goāyuṣī indrakukṣī atirātraḥ
13.29.24	itīndrāgnyoḥ
13.29.25	atirātro jyotir gaur āyur viśvajid abhijitāv indrakukṣī atirātraḥ
13.29.26	ity aryamnaḥ
13.29.27	saṃvatsaraṃ brāhmaṇasya gā rakṣet
13.29.28	saṃvatsaraṃ vyarṇe naitandhave 'gnim indhīta
13.29.29	saṃvatsare parīṇahy agnīn ādhāya dṛṣadvatyā dakṣiṇena tīreṇāgneyenāṣṭākapālena śamyāparāseśamyāparāse yajamāna eti
13.29.30	triḥ plakṣāṃ prati yamunām avabhṛtham abhyavayanti
13.29.31	iti dārṣadvatam
13.29.32	atirātraḥ sahasraṃ trivṛtaḥ saṃvatsarā atirātraḥ prajāpateḥ sahasrasaṃvatsaraṃ sahasrasaṃvatsaram
14.1.1	ekāheṣv ahīneṣu ca prakṛter vikāraḥ
14.1.2	yasminn ahani yad ahaḥ pradiśyeta savanaṃ vā sahautraṃ tat
14.1.3	aikāhikam anādeśe
14.2.1	agny ādheyena brahmavarcasakāmo yajeta
14.2.2	tasyāṣṭāsv aṣṭāsu stotrāṇi
14.2.3	aṣṭākṣarā gāyatrī
14.2.4	tejo brahmavarcasaṃ gāyatrī
14.2.5	rathantaraṃ pṛṣṭham
14.2.6	brahma rathantaram
14.2.7	agniṣṭomo yajñaḥ
14.2.8	brahma vā agniṣṭomaḥ
14.2.9	etena triḥ samṛddhena brahmaṇā tejo brahmavarcasam āpnoti
14.2.10	tṛcakḷptaṃ śastram
14.2.11	trivṛd vā annam annaṃ pānaṃ khādayanti tasya sarvasyāptyai
14.2.12	caturviṃśatir dakṣiṇā
14.2.13	caturviṃśatir vai saṃvatsarasyārdhamāsāḥ saṃvatsarasyaivāptyai
14.2.14	tasyāgnaye pavamānāya pāvakāya śucaya iti paśava upālambhyāḥ savanīyasya
14.2.15	ādityā vaśānubandhyāyā upālambhyaivaṃvidhā
14.2.16	tad yad evaṃ paśavo niyuktā bhavanti ned agny ādheyād ayānīti
14.2.17	tasya prātaḥ savanīyān anu puroḍāśān agnaye pavamānāyāṣṭākapālaṃ puroḍāśaṃ nirvapati
14.2.18	mādhyandinīyān anu puroḍāśān agnaye pāvakāya
14.2.19	tṛtīyasavanīyān anu puroḍāśān agnaye śucaye
14.2.20	āvapanaṃ vai savanīyāḥ puroḍāśāḥ / āvapana eva tad āvapati
14.2.21	atha yad ādityā vaśānubandhyāyā upālambhyā bhavaty aditiṃ vā anvagny ādheyaṃ saṃtiṣṭhate
14.2.22	yā nv agnyādheyasya saṃsthā tām eva tad yajñasya saṃsthāṃ karoti
14.3.1	evaṃ paśavaḥ puroḍāśāś cānvāyāty ante havir yajñeṣu someṣu
14.3.2	tasya śastram
14.3.3	yad vāhiṣṭham iti tṛcam ājyam
14.3.4	mādhucchandasaḥ praugaḥ
14.3.5	trayas trayas tṛcā hotrakāṇāṃ prātaḥsavane stotriyānurūpau paryāsaś ca
14.3.6	indra marutva iha pāhi somam iti tṛcaṃ marutvatīyam
14.3.7	nṛṇām u tvā nṛtamaṃ gīrbhir ukthair iti tṛcaṃ niṣkevalyam
14.3.8	adhvaryo vīra pra mahe sutānām iti tṛcaṃ maitrāvaruṇasyokthamukhīyam
14.3.9	pūrvaṃ brāhmaṇācchaṃsinaḥ
14.3.10	uttaram acchāvākasya
14.3.11	paryāsānām uttamān
14.3.12	ud u ṣya devaḥ savitā hiraṇyayā / ghṛtavatī bhuvanānām / indra ṛbhubhir vājavadbhiḥ / svasti no mimītām / vaiśvānaraṃ manasā / pra yantu vājāḥ / samiddham agniṃ samidhā girā gṛṇa iti tṛcāni vaiśvadevāgnimārutayoḥ sūktānāṃ sthāne
14.3.13	tṛcakḷptam ity etasyāṃ codanāyām etac chastraṃ pratīyeta
14.3.14	aikāhikaṃ vā tṛcakḷptam
14.3.15	etenāgnihotrau vyākyātau
14.3.16	āgneyaṃ payaḥ pūrvasmin
14.3.17	sauryam uttarasmin
14.3.18	paśū ca
14.3.19	prājāpatyā vaśānubandhyāyā upālabhyaivaṃvidhā
14.4.1	punar ādheyena tejaskāmo yajeta
14.4.2	tasya pañcasupañcasu stotrāṇi
14.4.3	pañcapadā paṅktiḥ
14.4.4	pāṅkto vai yajñaḥ
14.4.5	yajñasyaivāptyai
14.4.6	sarvāgneyād agniṣṭutaḥ śastram
14.5.1	darśapūrṇamāsāv annādyakāmasya
14.5.2	iḍādadhāv āgrayaṇaḥ someṣṭiś cāpravargyaḥ
14.5.3	dākṣāyaṇayajñāś catvāraḥ sarvakāmasya
14.5.4	mahāyajñaś ca
14.5.5	tasmiṃś cāturmāsya havīṃṣy anvāyāty ante
14.5.6	paśavaś ca parvadevatābhyaḥ
14.5.7	ekakapāladevatābhyaś cānubandhyāyā upālambhyā evaṃvidhāḥ
14.5.8	atirātro yajñaḥ
14.6.1	prajāpatir ha prajātikāmas tapas taptvaitaṃ yajñakratum apaśyad vaiśvadevam / tam āharat / tenāyajata / teneṣṭvā prājāyata / tena prajātikāmo yajeta
14.6.2	vaiśvadevaḥ paśur upālambhyaḥ savanīyasya
14.6.3	dyāvāpṛthivīyā vaśānubandhyāyā upālambhyaivaṃvidhā
14.6.4	trivṛtaḥ śastram
14.6.5	tṛcakḷptaṃ vā
14.6.6	avabhṛthād udetyodavasānīyayeṣṭvā munisattreṣṭyā yajamāna āste 'harahaś caturo māsān āgneyyāgnāvaiṣṇavyā vāntarāleṣu
14.6.7	saiva tatra dīkṣā
14.7.1	vaiśvadevena vai prajāpatiḥ prajā asṛjata / tāḥ sṛṣṭā aprasūtā varuṇasya yavāñ jakṣuḥ / tā varuṇo varuṇapāśaiḥ pratyamuñcat / tāḥ prajāḥ prajāpatiṃ pitaram etyopādhāvan / upa taṃ yajñakratuṃ jānīhi yeneṣṭvā varuṇapāśebhyaḥ sarvasmāc ca pāpmanaḥ saṃpramucyemahīti / tata etaṃ prajāpatiś caturthe māsi dvirātraṃ yajñakratum apaśyad varuṇapragāsam / tam āharat / tenāyajata / teneṣṭvā varuṇam aprīṇāt / sa prīto varuṇo varuṇapāśebhyaḥ sarvasmāc ca pāpmanaḥ prajāḥ prāmuñcat / pra ha vā asya prajā varuṇapāśebhyaḥ sarvasmāc ca pāpmanaḥ saṃpramucyate ya evamvidvān varuṇa praghāsair yajate
14.7.2	ukthyau bhavataḥ
14.7.3	vāruṇaḥ paśur upālambhyaḥ savanīyasya pūrvasmin
14.7.4	māruta uttarasmin
14.7.5	kāyī vaśānūbandhyāyā upālambhyaivaṃvidhā
14.8.1	tāḥ prajāḥ prajāpatim abruvan kasmai nu no 'nnādyāyāsṛṣṭhā iti / tata etaṃ prajāpatiś caturthe māsi trirātraṃ yajñakratum apaśyat sākamedham / tam āharat / tenāyajata / teneṣṭvānnādyam āpnot / tenānnādyakāmo yajeta
14.8.2	agniṣṭoma ukthyo 'tirātraḥ
14.8.3	agnaye 'nīkavate prathame paśur upālambhyaḥ savanīyasya
14.8.4	marudbhyaḥ sāṃtapanebhyo dvitīye
14.8.5	māhendras tṛtīye
14.8.6	vaiśvakarmaṇī vaśānūbandhyāyā upālambhyaivaṃvidhā
14.8.7	aikāhikaṃ yathāpṛṣṭhyaṃ śastram
14.8.8	pṛṣṭhyo vā vihṛtaḥ
14.8.9	viśvajito vā bṛhatpṛṣṭhāt tṛtīye 'hani śastram
14.8.10	sautrāmaṇe ca
14.8.11	āyuṣkāmayajñe mahāyajñe
